title,content,word_count,topic
पेरू का इतिहास,"पेरू का इतिहास प्राचीन समय से लेकर आज तक के महत्वपूर्ण घटनाओं और सांस्कृतिक विकास को दर्शाता है। पेरू, जो वर्तमान में दक्षिण अमेरिका का एक महत्वपूर्ण देश है, ने अपनी ऐतिहासिक यात्रा में कई प्रमुख सभ्यताओं और संस्कृतियों का स्वागत किया, जिनमें प्रमुख हैं: नास्का, मुइसका, इन्का, और स्पेनी उपनिवेशीकरण का समय।


=== प्रीकॉलंबियन काल ===
पेरू में सबसे पहले निवास करने वाली संस्कृतियाँ मुख्य रूप से पहाड़ी और तटीय क्षेत्रों में बसीं। पेरू की ऐतिहासिक धरोहर में प्रमुख सभ्यताओं में मुइसका, नास्का और इन्का सभ्यताएँ शामिल हैं। इन्का साम्राज्य पेरू के सबसे प्रभावशाली साम्राज्य के रूप में उभरा और इसके तहत अनके क्षेत्रों में विभिन्न संस्कृतियों का समागम हुआ। इन्का सभ्यता ने कई अद्वितीय सांस्कृतिक और तकनीकी पहलुओं को विकसित किया, जैसे कि नल का जल वितरण, झीलों और किलों की बनावट, और कृषि प्रणाली।


=== स्पेनी उपनिवेश ===
स्पेनी सेनापति फ्रांसिस्को पिजारो के नेतृत्व में 1532 में इन्का साम्राज्य का पतन हुआ। पिजारो ने इन्का सम्राट अताहुआलपा को बंदी बना लिया और बाद में उसे मौत के घाट उतार दिया, जिससे इन्का साम्राज्य का अस्तित्व समाप्त हो गया। इसके बाद, पेरू स्पेनी साम्राज्य का एक महत्वपूर्ण हिस्सा बन गया और इसे ""नया ग्रेनेडा"" के वाइसरायालय के तहत रखा गया।


=== स्वतंत्रता संग्राम ===
स्पेनी साम्राज्य के खिलाफ स्वतंत्रता की लड़ाई 19वीं शताब्दी के शुरुआत में शुरू हुई। पेरू ने 1821 में अपनी स्वतंत्रता घोषित की, हालांकि वास्तविक स्वतंत्रता प्राप्ति के लिए लंबा संघर्ष करना पड़ा। पेरू की स्वतंत्रता में प्रमुख भूमिका सिमोन बोलिवर और अन्य दक्षिण अमेरिकी नेताओं का था। 1824 में, जेम्स मोंरोज़ और सैन मार्टिन के नेतृत्व में पेरू ने पूरी तरह से स्वतंत्रता प्राप्त की।


=== 20वीं सदी और वर्तमान काल ===
20वीं सदी में पेरू ने कई राजनीतिक और सामाजिक उतार-चढ़ाव देखे। 1960 के दशक में, पेरू ने एक बडी सामाजिक और राजनीतिक क्रांति की शुरुआत की, जिसमें भूमि सुधार, जन अधिकारों की बहाली, और औद्योगिकीकरण जैसे मुद्दे उठाए गए। हालाँकि, पेरू ने कई आंतरिक संघर्षों का सामना भी किया, जैसे कि शाइनिंग पाथ (लुमिनोसो) और अन्य आतंकवादी आंदोलनों का समाना किया।
आज पेरू एक लोकतांत्रिक गणराज्य है और इसकी अर्थव्यवस्था कृषि, खनन, और पर्यटन पर आधारित है।


== प्रमुख घटनाएँ और स्थल ==
1. इन्का साम्राज्य: पेरू की प्राचीन सभ्यता, जिसने भव्य किलों और मार्गों का निर्माण किया और अत्यधिक उन्नत कृषि पद्धतियों का विकास किया। 2. माचू पिचू: इन्का सभ्यता का प्रमुख स्थल, जो विश्व धरोहर स्थल के रूप में सूचीबद्ध है। 3. स्पेनी उपनिवेश: स्पेनी सम्राटों द्वारा पेरू पर अधिकार और इसके बाद पेरू का स्पेनी साम्राज्य का हिस्सा बनना। 4. स्वतंत्रता संग्राम: पेरू ने 1821 में अपनी स्वतंत्रता प्राप्त की और 1824 तक संघर्ष जारी रखा।


=== निष्कर्ष ===
पेरू का इतिहास एक समृद्ध और विविधता से भरा हुआ है, जिसमें प्राचीन सभ्यताओं, स्पेनी उपनिवेशीकरण और स्वतंत्रता संग्राम की घटनाएँ प्रमुख हैं। यह देश आज भी अपने ऐतिहासिक धरोहरों और सांस्कृतिक समृद्धि के लिए जाना जाता है।


== संदर्भ ==",481,विश्व
शिन्तो धर्म,"शिन्तो पंथ (जापानी: 神道) विश्व के सबसे प्राचीन पंथों में से एक है। यह जापान का मूल पंथ है, तथा इसमें कई देवी-देवता हैं, जिनको कामी कहा जाता है। प्रत्येक कामी किसी न किसी प्राकृतिक शक्ति का प्रतिनिधित्व करता है। बौद्ध पंथ के साथ इसका बहुत मेल मिलाप हुआ है और इसमें बौद्ध पंथ के कई सिद्धान्त जुड़कर ज़ेन सम्प्रदाय का प्रारंभ हुआ। ऐतिहासिक रूप से इसे 6वीं सदी में मान्यता मिली। एक समय में शिन्तो पंथ जापान का राजपंथ हुआ करता था तथा इसमें जापान के राजा को प्रधान गुरु मानते थे किन्तु दूसरे विश्व-युद्ध के बाद से ऐसा करना बन्द कर दिया गया। समुराई इसी पंथ को मानते हैं। शिन्तो पंथ की कोई एक एक सहमत नियम और व्याख्यान नहीं है।हालांकि लेखक जोसेफ काली और जॉन ड्यूल ने कहा है की यदि शिन्तो पंथ की एक सामान्यतया व्याख्यान की जाए तो वह यह है की यह कामी में विश्वास करने की एक पद्धति है। कामी शिन्तो समाज में अवस्थित पारालौकिक शक्तियों को कहा जाता है। हेलेन हार्डेकर का कहना है की शिन्तो पंथ के अधिकांश सिद्धांत कामी पूजा और उनसे आधारित जीवन रीति रिवाजों और उपासना पर आधारित है। विद्वानों में यह प्रमुखता से विवाद है कि शिन्तो को कब से एक प्रमुख घटना के रूप में व्याखान की जाए। एक शिंटो पंथ के विशेषज्ञ नियथियां स्मार्ट के अनुसार शिन्तो पंथ कामी पंथ और रीति रिवाजों से संबंधित है जो पहले बौद्ध पंथ के साथ एकत्रित था पर बाद में इसे शिन्तो पंथ के रूप में वर्गीकृत कर दिया गया।हालांकि शिंटो पंथ के कई वर्तमान नियम जापान में अथवा शताब्दी से प्रचलित हैं कि शिन्तो को एक भिन्न पंथ की मान्यता 19वी शताब्दी में मेइजी युग में दिया गया। जापान में कामी शब्द का प्रयोग एक विशेष कामी या एक समूह के लिए किया जा सकता हैं यद्यपि इसका सही अनुवाद नही हैं फिर भी इसका प्रयोग देवता तथा आत्मा के लिए किया जाता हैं। पंथ के इतिहासकार जोसेफ कितागावा के अनुसार यह अंग्रेजी अनुवाद असंतोष जनक और गलत हैं। जापान में यह सामान्यतया कहा जाता हैं की 80 लाख कामी है, यह संख्या अनन्त की और इशारा करती हैं और शिंटो धर्मावलंबियों के अनुसार वे सभी स्थानों पर हैं किन्तु उन्हें असीमित शक्तियों से युक्त, सर्वज्ञ और अमर नही माना जाता हैं। कामी की उपस्थिति जीवित और मृत, जैविक और अजैविक और प्राकृतिक आपदा जैसे की भूकम्प सूखे और प्लेग में देखा जाता हैं। उनकी उपस्थिति सामान्यतया वायु, वर्षा, अग्नि और सूर्योदय में देखा जाता हैं।",409,विश्व
राजा रवि वर्मा,"राजा रवि वर्मा (१८४८ - १९०६) भारत के विख्यात चित्रकार थे। उन्होंने भारतीय साहित्य और संस्कृति के पात्रों का चित्रण किया। उनके चित्रों की सबसे बड़ी विशेषता हिंदू महाकाव्यों और धर्मग्रन्थों पर बनाए गए चित्र हैं। हिन्दू देवी देवताओं का बहुत ही प्रभावशाली इस्‍तेमाल उनके चित्रों में दिखता हैं। वडोदरा (गुजरात) स्थित लक्ष्मीविलास महल के संग्रहालय में उनके चित्रों का बहुत बड़ा संग्रह है।


== जीवन परिचय ==
राजा रवि वर्मन का जन्म २९ अप्रैल १८४८ को केरल के एक छोटे से शहर किलिमानूर में एक क्षत्रिय परिवार में हुआ। पाँच वर्ष की छोटी सी आयु में ही उन्होंने अपने घर की दीवारों को दैनिक जीवन की घटनाओं से चित्रित करना प्रारम्भ कर दिया था। उनके चाचा कलाकार राज राजा वर्मन ने उनकी प्रतिभा को पहचाना और कला की प्रारम्भिक शिक्षा दी। चौदह वर्ष की आयु में वे उन्हें तिरुवनंतपुरम ले गये जहाँ राजमहल में उनकी तैल चित्रण की शिक्षा हुई। बाद में चित्रकला के विभिन्न आयामों में दक्षता के लिये उन्होंने मैसूर, बड़ौदा और देश के अन्य भागों की यात्रा की। राजा रवि वर्मा की सफलता का श्रेय उनकी सुव्यवस्थित कला शिक्षा को जाता है। उन्होंने पहले पारम्परिक तंजौर कला में महारत प्राप्त की और फिर यूरोपीय कला का अध्ययन किया। 
डाक्टर आनंद कुमारस्वामी ने उनके चित्रों का मूल्यांकन कर कलाजगत में उन्हें सुप्रतिष्ठित किया। ५८ वर्ष की उम्र में १९०६ में उनका देहान्त हुआ।


== कलाकृतियाँ ==
चित्रकला की शिक्षा उन्होंने मदुरै के चित्रकार अलाग्री नायडू तथा विदेशी चित्रकार श्री थियोडोर जेंसन से, जो भ्रमणार्थ भारत आये थे, पायी थी। दोनों यूरोपीय शैली के कलाकार थे। श्री वर्मा की चित्रकला में दोनों शैलियों का सम्मिश्रण दृष्टिगोचर होता है। उन्होंने लगभग ३० वर्ष भारतीय चित्रकला की साधना में लगाए। मुंबई में लीथोग्राफ प्रेस खोलकर उन्होंने अपने चित्रों का प्रकाशन किया था। उनके चित्र विविध विषय के हैं किन्तु उनमें पौराणिक विषयों के और राजाओं के व्यक्ति चित्रों का आधिक्य है। विदेशों में उनकी कृतियों का स्वागत हुआ, उनका सम्मान बढ़ा और पदक पुरस्कार मिले। पौराणिक वेशभूषा के सच्चे स्वरूप के अध्ययन के लिए उन्होंने देशाटन किया था। 
उनकी कलाकृतियों को तीन प्रमुख श्रेणियों में बाँटा गया है। 

(१) प्रतिकृति या पोर्ट्रेट,
(२) मानवीय आकृतियों वाले चित्र तथा
(३) इतिहास व पुराण की घटनाओं से सम्बन्धित चित्र।
यद्यपि जनसाधारण में राजा रवि वर्मा की लोकप्रियता इतिहास पुराण व देवी देवताओं के चित्रों के कारण हुई लेकिन तैल माध्यम में बनी अपनी प्रतिकृतियों के कारण वे विश्व में सर्वोत्कृष्ट चित्रकार के रूप में जाने गये। आज तक तैलरंगों में उनकी जैसी सजीव प्रतिकृतियाँ बनाने वाला कलाकार दूसरा नहीं हुआ। उनका देहान्त २ अक्टूबर १९०६ को हुआ।


== रोचक तथ्य ==
अक्टूबर २००७ में उनके द्वारा बनाई गई एक ऐतिहासिक कलाकृति, जो भारत में ब्रिटिश राज के दौरान ब्रितानी राज के एक उच्च अधिकारी और महाराजा की मुलाक़ात को चित्रित करती है, 1.24 मिलियन डॉलर में बिकी। इस पेंटिंग में त्रावणकोर के महाराज और उनके भाई को मद्रास के गवर्नर जनरल रिचर्ड टेम्पल ग्रेनविले को स्वागत करते हुए दिखाया गया है। ग्रेनविले 1880 में आधिकारिक यात्रा पर त्रावणकोर गए थे जो अब केरल राज्य में है।
फ़िल्म निर्माता केतन मेहता ने राजा रवि वर्मा के जीवन पर फिल्म बनायी। मेहता की फिल्म में राजा रवि वर्मा की भूमिका निभायी अभिनेता रणदीप हुड्डा ने। फिल्म की अभिनेत्री है नंदना सेन। इस फिल्म की खास बात यह है कि इसे हिन्दी और अंग्रेजी दोनों भाषाओं में एक साथ बनाया गया है। अंग्रेजी में इस फिल्म का नाम है कलर ऑफ पैशन्स वहीं हिन्दी में इसे रंग रसिया नाम दिया गया।
विश्व की सबसे महँगी साड़ी राजा रवि वर्मा के चित्रों की नकल से सुसज्जित है। बेशकीमती 12 रत्नों व धातुओं से जड़ी, 40 लाख रुपये की साड़ी को दुनिया की सबसे महँगी साड़ी के तौर पर लिम्का बुक ऑफ वर्ल्ड रेकार्ड में शामिल किया गया।


== मुख्य कृतियाँ ==",625,विश्व
तीन मूर्ति भवन,"तीन मूर्ति भवन में भारत के प्रथम प्रधानमंत्री पं.जवाहर लाल नेहरू का आवास था। उनके बाद में उनकी स्मृति में इसे संग्रहालय के रूप में बदल दिया गया है। उनके जीवन की झलक आज भी यहाँ उनके छाया-चित्रों में देखी जा सकती है। सीढ़ीनुमा गुलाब उद्यान एवं एक दूरबीन यहां के प्रमुख आकर्षण हैं। इसी गुलाब उद्यान से नेहरु जी अपनी शेरवानी का गुलाब चुना करते थे। यहाँ हर शाम ध्वनि एवं प्रकाश कार्यक्रम का आयोजन भी होता है ट्रिस्ट विद डेस्टिनी जिसमें उनके जीवन और स्वतंत्रता के इतिहास के बारे में बताया जाता है। नेहरु जी के जीवन से संबंधित बहुत सी वस्तुएं यहां संरक्षित रखी हुई हैं। इतिहास के साक्षी बहुत से समाचार पत्र, जिनमें ऐतिहासिक समाचार छपे हैं, उनकी प्रतियां, या छायाचित्र भी यहां सुरक्षित हैं। इन सबके साथ ही पंडित नेहरू को मिला भारत रत्न भी प्रदर्शन के लिए रखा हुआ है।


== विवरण ==
भवन एक चौराहे से लगा हुआ बना है, जहाँ तीन मूर्ति मार्ग, साउथ एवेन्यु मार्ग एवं मदर टेरेसा क्रीज़ेन्ट मार्ग मिलते हैं। इस चौराहे के मध्य में गोल चक्कर के बीचों बीच एक स्तंभ के किनारे तीन दिशाओं में मुंह किये हुए तीन सैनिकों की मूर्तियाँ लगी हुई हैं। ये द्वितीय विश्व युद्ध में काम आये सैनिकों का स्मारक है। इस स्मारक के ऊपर ही भवन का नाम तीन मूर्ति भवन पड़ गया है। पहले ये मूल भवन भारत में ब्रिटिश सेना के कमांडर-इन-चीफ़ का आवास हुआ करता था, जिसे फ़्लैग-स्टाफ़ हाउस कहते थे। यह ऑस्ट्योर क्लासिक शैली में निर्मित है। इस शैली का दूसरा भवन दिल्ली स्थित हैदराबाद हाउस है। भवन परिसर में ही पश्चिमी ओर फ़ीरोज़ शाह तुगलक निर्मित कुशक महल संरक्षित स्मारक है। पंडित जी की मृत्यु उपरांत १९६४ में इसे उनका स्मारक बना दिया गया है।
तीन मूर्ति भवन के परिसर में ही नेहरू तारामंडल बना है। यहां ब्रह्मांड, तारों, सितारों और खगोलीय घटनाओं को वैज्ञानिक तकनीक से एक अर्ध-गोलाकार छत रूपी पर्दे पर देखा जा सकता है। भारत के अन्य शहरों के तारामंडलों की अपेक्षा इस तारामंडल में बहुत ज्यादा सुविधाएं नहीं हैं तो भी वह लोगों को इस रहस्यमय दुनिया की झलक दिखाता है। नेहरू तारामंडल की कल्पना एवं योजना पूर्व प्रधानमंत्री इंदिरा गांधी ने बनायी थी। वे चाहती थीं कि बच्चों में विज्ञान को बढ़ावा दिया जाए। तारामंडल बनने से पहले यहां एक टेनिस कोर्ट हुआ करता था, जहां कभी पूर्व प्रधानमंत्री राजीव गांधी और उनके भाई संजय गांधी अपनी किशोरावस्था में टेनिस खेला करते थे। तारामंडल की इमारत पत्थरों से बनी है जो पास ही बनी दूसरी ऐतिहासिक रचनाओं जैसी मुगलकालीन बनावट से एकरूपता रखती है।


== चित्रदीर्घा ==

		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		
		
			
			
		


== इन्हें भी देखें ==
७, लोक कल्याण मार्ग (पूर्वतः ७ रेस कोर्स रोड)
राजघाट
इंदिरा गांधी की हत्या
एयर इंडिया वन


== सन्दर्भ ==",451,विश्व
इस्लामी पौराणिक कथाएँ,"इस्लामी पौराणिक कथाएं इस्लाम और कुरान से जुड़े मिथकों का हिस्सा हैं। इस्लाम एक ऐसा धर्म है जो धार्मिक अनुष्ठानों या मिथकों की तुलना में सामाजिक व्यवस्था और कानून से अधिक चिंतित है। विश्व पौराणिक कथाओं के लिए ऑक्सफोर्ड कम्पेनियन ""इस्लामिक मिथकों"" के रूप में कई पारंपरिक आख्यानों की पहचान करता है। [1] इनमें एक निर्माण मिथक और जीवनशैली की दृष्टि शामिल है, जिसे इस्लाम अन्य इब्राहीम धर्मों के साथ-साथ काबा की विशिष्ट इस्लामी कहानी के साथ साझा करता है। [१]
इस्लामी पैगंबर मुहम्मद की पारंपरिक जीवनी, जो इस्लामी शिक्षाओं में एक केंद्रीय भूमिका निभाती है, आमतौर पर प्रकृति में बड़े पैमाने पर ऐतिहासिक के रूप में मान्यता प्राप्त है, और इस्लाम यहूदी धर्म और ईसाई धर्म की तुलना में पौराणिक कथाओं पर कम निर्भर करता है।  हालांकि, विहित कथा में दो प्रमुख अलौकिक घटनाएँ शामिल हैं: कुरान और इस्रा और मेराज के दिव्य रहस्योद्घाटन - यरूशलेम की रात की यात्रा के बाद सातवें आसमान पर चढ़ना।  इसके अलावा, इस्लामिक धर्मग्रंथों में बाइबिल के पात्रों के बारे में कई पौराणिक कथाएँ हैं, जो कुछ विवरणों में यहूदी और ईसाई परंपराओं से भिन्न हैं।


== कुरान में बाइबिल की कहानियाँ ==
कुरान में कई बाइबिल कथाएं शामिल हैं। केंद्रीय आंकड़े, जैसे मूसा (मूसा), [6] अब्राहम (इब्राहिम), [Joseph] जोसेफ (युसुफ), मरियम (मरियम) [and] और जीसस (ईसा), पूरे कुरान में पुनः प्रकट होते हैं। हालाँकि, बाइबिल के आख्यानों के विपरीत, कुरान केवल एक निश्चित कहानी का एक सारांश प्रदान करता है, और एक कालानुक्रमिक क्रम में इस तरह के आख्यानों की पेशकश करने के बजाय, कुरान के माध्यम से बिखरे हुए, धार्मिक-नैतिक बिंदु पर पहुंच जाता है। कुरान द्वारा शामिल कहानियों के बारे में अधिक व्यापक विवरण अतिरिक्त इस्लामी स्रोतों (इज़राइलियात) से लिया गया था। यह मानते हुए कि इस तरह की कहानियां यहूदी मूल की थीं, वास्तव में, इजराइल के लोग अन्य धर्मों से भी प्राप्त कर सकते हैं, जैसे कि ईसाई धर्म या पारसी धर्म। [९] उनमें से कई Qisas Al-Anbiya (भविष्यद्वक्ताओं की दास्तां) में संग्रहीत किए गए थे, लेकिन कुरान एक्सजेगिस (तफ़सीर) में भी एकीकृत थे। हालांकि तफ़सीर में महत्वपूर्ण, बाद में विद्वानों ने इज़राइलियों के उपयोग को हतोत्साहित किया। [१०] विहित बाइबिल के कथन के अलावा, इस्लाम ने एपोक्रीफाल और मिडरैसिक लेखन को अनुकूलित किया।


== सृजन कथा ==


=== संसार का निर्माण ===
कुरान में, आकाश और पृथ्वी को एक साथ ""सृजन की इकाई"" के रूप में शामिल किया गया था, जिसके बाद वे ""क्लो एसेन्डर"" थे। [१२] [१३] दोनों के बिदाई के बाद, वे एक साथ अपने वर्तमान आकार में आ गए, जब वे धुएँ की तरह एक चरण से गुजर रहे थे। [१४] १३] कुरान में कहा गया है कि निर्माण की प्रक्रिया में 6 यूएम (يوم), [15] [13] ले लिया गया था कुरान में, आप शब्द (अक्सर ""युग"" के लिए अनुवाद) और दिन का अर्थ है।


== आध्यात्मिक प्राणी ==
कुरान में, आग (नार) आध्यात्मिक संस्थाओं के लिए मूल पदार्थ बनाती है, [३ in] मिट्टी (टिन) से निर्मित मनुष्यों के विपरीत। इस्लामी परंपराएं अधिक सटीक रूप से बताती हैं कि विभिन्न आध्यात्मिक प्राणी कैसे बनाए गए थे। इस्लामिक पौराणिक कथाओं में आमतौर पर तीन प्रकार की आध्यात्मिक संस्थाओं को स्वीकार किया गया है:

स्वर्ग (प्रकाश) (अग्नि) या अग्नि (सं।) से निर्मित देवदूत: [३ light] स्वर्गीय यजमान, और परमेश्वर के सेवक। उनमें से चार अर्चनांगल्स (जिब्राईल, मिकाईल, अज़रायल और इसराफ़िल), किरमान कातिबिन हैं, जो एक व्यक्ति के अच्छे और बुरे कामों को दर्ज करते हैं, मालिक, जो हेलफायर, मुनकर और नकीर की रक्षा करते हैं, दो स्वर्गदूतों से पूछताछ करते हैं मृत और हरुत और मारुत, दो स्वर्गदूतों ने जादू के ज्ञान की शिक्षा देकर मानव जाति का परीक्षण करने का निर्देश दिया।


== सन्दर्भ ==",600,विश्व
"बांदा, उत्तर प्रदेश","बांदा (Banda) भारत के उत्तर प्रदेश राज्य के बुंदेलखण्ड क्षेत्र का एक प्रमुख नगर है। यह बांदा ज़िले का मुख्यालय भी है और केन नदी के किनारे बसा हुआ है।


== विवरण ==
इस शहर का नाम महर्षि वामदेव के नाम पर है। बाँदा महर्षि वामदेव की तपोभूमि है। सड़क मार्ग द्वारा ये अच्छे से अन्य शहरों से जुड़ा हुआ है। बाँदा शहर में बाँदा जंक्शन रेलवे स्टेशन भी है। बांदा रेल लाइन और सड़क जंक्शन पर स्थित एक कृषि बाज़ार है। इस शहर का व्यापार घटता जा रहा है और दक्षिण की ओर जाती सड़क का अब रख-रखाव नहीं किया जाता है। बाँदा एक एतिहासिक शहर है। ये शहर बाँदा जिले का मुख्यालय भी है। बाँदा के चारो तरफ अनेक पर्यटन स्थल हैं। चित्रकूट यहां से करीब 60 किमी, कालिंजर करीब 60 किमी हैबाँदा के दक्षिन में केन  नदि बहती है जो कैमूर की पहाड़ी मध्य प्रदेश से निकलती है


== प्रसिद्धि ==
बांदा केन नदी-तल से प्राप्त गोमेद रत्नों के लिए प्रसिद्ध है, जिनका निर्यात किया जाता है। यहाँ विभिन्न मस्जिदें ओर हिन्दू मंदिर हैं। यहां एक कृषि विश्वविद्यालय है।यहाँ पर वर्तमान में मेडिकल कॉलेज भी है। यहाँ की केन नदी भारत की एक प्रमुख नदी है। केन नदी में शजर पत्थर पाया जाता है जिसमे प्राकृतिक रूप से प्राकृतिक दृश्य बने रहते हैं।
यहां के प्रमुख मंदिरों में माँ महेश्वरी देवी का सात खंड का मंदिर,संकट मोचन मंदिर, माँ काली देवी मंदिर, वामदेवेश्वर मन्दिर; विंध्यवासनी मन्दिर आदि प्रमुख हैं। विश्व विख्यात मदरसा जामिया अरबिया हथौरा यहाँ के हथौरा गाँव में है  जो बांदा शहर से 16 किमी० दूरी पर है तथा बांदा शहर की नवाबी जामा मस्जिद भी खासा प्रसिध्द है जो कि वर्तमान में पुरातत्व विभाग के अधिकार में है।
बांदा बुन्देलखण्ड का प्रमुख शहर है। कालिंजर बाँदा जिले का ही एक कस्बा है। जो बाँदा शहर से करीब 60 किमी दूर है। देश विदेश से लोग कालिंजर दुर्ग घूमने जाते है। भगवान राम भी बाँदा आये थे। यह एक बहुत ही अच्छा शहर है


== अवशेष ==
शहर के बाहर 18वीं शताब्दी के क़िले कालिंजर दुर्ग के अवशेष हैं। भूरागढ़ दुर्ग जिसमे क्रांति के दौरान बाँदा की विद्रोही सेना के व अन्य 3000 क्रांतिकारी शहीद हुए थे,के भी अवशेष हैं। हर वर्ष यहां मेला लगता है। दुर्ग में कई क्रांतिकारियों के नाम लिखें हैं। जिसे पढ़कर सीना गर्व से भर जाता है। वर्तमान में सरकार द्वारा इस दुर्ग के संरक्षण की आवश्यकता है।


== संघर्ष ==
मुसलमानों, मराठों, फ्रांसीसियों और अंग्रेज़ों के बीच चले संघर्षों के दौरान इस शहर व क़िले का शासन बदलता रहा। नवाब शमशेर बहादुर  एवं उनके पुत्र अली बहादुर प्रथम ने बांदा रियासत को स्थापित किया था।


== इन्हें भी देखें ==
बांदा ज़िला, उत्तर प्रदेश
बुंदेलखण्ड
केन नदी


== सन्दर्भ ==",451,विश्व
प्रागितिहास,"प्रागितिहास (Prehistory) मानव अतीत के उस भाग को प्रागितिहास कहते हैं जबकि मानव का अस्तित्व तो था परन्तु लेखन कला का आविष्कार अभी नहीं हुआ था . विश्व इतिहास में लेखन कला का आरंभ सबसे पहले मेसोपोटामिया सभ्यता में लगभग ३२०० ई॰पू॰ से  माना जाता है .। ""प्रागितिहास, लगभग ४४ लाख साल पहले (अभी तक के प्राचीनतम साक्ष्य के आधार पर) होमिनिनस् मानव द्वारा दो पैरों पर खड़े होने, पत्थर के उपकरणों उपयोग और ३२०० ई॰पू॰ में लेखन प्रणालियों के आविष्कार के बीच की अवधि है।"" {प्राक् इतिहास - देवेन्द्र सिंह }

इस काल में मानव-इतिहास की कई महत्वपूर्ण घटनाएँ हुई जिनमें हिमयुग, मानवों का अफ़्रीका से निकलकर अन्य स्थानों में विस्तार, आग पर स्वामित्व पाना, मानव का शारीरिक और बौद्धिक विकास,कृषि का आविष्कार, कुत्तों व अन्य जानवरों का पालतू बनना इत्यादि शामिल हैं। ऐसी चीज़ों के केवल चिह्न ही मिलते हैं, जैसे कि पत्थरों के प्राचीन औज़ार, पुराने मानव पड़ावों के  अवशेष और गुफाओं की चित्रकारी इत्यादि । पहिये का आविष्कार भी इस काल में हो चुका था जो प्रथम वैज्ञानिक आविष्कार था। 
प्रागैतिहासिक काल में मानवों का वातावरण बहुत भिन्न था। अक्सर मानव छोटे क़बीलों में रहते थे और उन्हें जंगली जानवरों से जूझते हुए शिकारी - संग्राहक का  जीवन व्यतीत करना पड़ता था। विश्व की अधिकतर जगहें अपनी प्राकृतिक स्थिति में थीं। ऐसे कई जानवर थे जो आधुनिक दुनिया में नहीं मिलते, जैसे कि मैमथ और बालदार गैंडा। विश्व के कुछ हिस्सों में आधुनिक मानवों से अलग भी कुछ मानव जातियाँ थीं जो अब विलुप्त हो चुकी हैं, जैसे कि यूरोप और मध्य एशिया में रहने वाले निअंडरथल मानव। 
प्रागैतिहास में हम इन्हीं विभिन्न मानव प्रजातियों और उनके समाज के क्रमिक उद्विकास को समझने का प्रयास करते हैं. प्रागैतिहास को अपनी बहुत सी सामग्री मानव विज्ञान (एंथ्रोपोलॉजी), उद्विकास (एवोल्यूशन) और पुरातत्वविज्ञान ( आर्कियोलोजी) से प्राप्त होती है .
इतिहासकार इतिहास को तीन प्रमुख  युगों में बांटते हैं :

पाषाण युग - जब औज़ार व हथियार केवल पत्थर के ही बनते थे।
कांस्य युग - जब औज़ार व हथियार कांसे (ब्रॉन्ज़​) के बनाने लगे।
लौह युग - जब औज़ारो व हथियारों में लोहे का इस्तेमाल शुरू हो गया।


== पाषाण युग ==

पाषाण युग को तीन भागों में बाँटा गया हैं– 

पुरापाषाण काल
मध्यपाषाण काल
नवपाषाण काल


== कांस्य युग ==

कांस्य युग को तीन भागों में बाँटा गया हैं–

पूर्व कांस्य युग  
मध्य कांस्य युग
उत्तर कांस्य युग


== लौह युग ==

लौह युग को तीन भागों में बाँटा गया हैं–

पूर्व लौह युग
मध्य लौह युग
उत्तर लौह युग


== इन्हें भी देखें ==
इतिहास
लिखित इतिहास
भारत का इतिहास


== सन्दर्भ ==",427,विश्व
