title,content,word_count,topic
"जैव संसाधन और स्थायी विकास संस्थान, इम्फाल","जैव संसाधन और स्‍थायी विकास संस्‍थान (Institute of Bioresources and Sustainable Development), इम्‍फाल में स्थित है। भारत सरकार के केन्द्रीय मंत्रिमंडल ने 16 जनवरी 2001 को आयोजित अपनी बैठक में इम्फाल, मणिपुर में डी बी टी के एक स्वायत्तशासी संस्थान के रूप में जैवसंसाधन तथा सतत विकास संस्थान की स्थापना को अनुमोदन दे दिया है। जैवसंसाधन तथा सतत विकास संस्थान (आई बी एस डी) को 26 अप्रैल 2001 को मणिपुर सोसायटी पंजीकरण अधिनियम, 1989


== परिचय ==
पूर्वात्तर क्षेत्र पौधों, जंतुओं एवं सूक्ष्‍मजीवी संसाधनों का आनुवांशिक भण्‍डार है। यह क्षेत्र विश्‍व के 12 विशाल जैव विविधता के समृद्ध क्षेत्रों में से एक है और इसे भारतीय-बार्मा मुख्‍य बिन्‍दु के रूप में जाना जाता है जो विश्‍व के 34 जैव विविधता मुख्‍य बिन्‍दुओं में से 8वें स्‍थान पर है। यह क्षेत्र जैव भूगर्भीय त्रि-जोड़ और अनेक स्‍वदेशी फसलों के लिए जीन विविधता का केन्द्र तथा अत्‍यधिक आर्थिक महत्‍व वाले पौधों और जंतुओं के द्वितीयक केन्‍द्र के रूप में जाना जाता है। इस क्षेत्र की जैव विविधता में न केवल उष्‍ण कटिबंधीय तथा उप उष्‍ण कटिबंधीय बायोटा शामिल है बल्कि यहां टेम्‍परेट और एल्‍पाइन क्षेत्र भी यहां के एल्‍टीट्यूडिनल ग्रेडिएंट के कारण महत्‍व रखते हैं। इन आनुवांशिक कीमती संसाधनों को विशेष रूप से इस क्षेत्र की और आम तौर पर राष्‍ट्र की आर्थिक वृद्धि हेतु जैव प्रौद्योगिकीय मध्‍यस्‍थताओं द्वारा संभालने की आवश्‍यकता है।
भारत के पूर्वोत्तर क्षेत्र के अनोखे जैव संसाधनों तथा जैव विविधता के महत्‍व को समझते हुए, जो विश्‍व के दो प्रमुख जैव विविधता वाले स्‍थानों अर्थात हिमालय और भारत-बर्मा जैव विविधता के स्‍थान हैं, जैव प्रौद्योगिकी विभाग, विज्ञान और प्रौद्योगिकी मंत्रालय, भारत सरकार ने राष्‍ट्रीय जैव संसाधन विकास मंडल के अनुमोदन से निम्‍नलिखित मिशन और उद्देश्‍यों के साथ वर्ष 2001 के दौरान जैव संसाधन और स्‍थयी विकास संस्‍थान (आईबीएसडी), इम्‍फाल की स्‍थापना की है।


== मिशन ==
क्षेत्र के सामाजिक-आर्थिक विकास के लिए जैवप्रौद्योगिकीय हस्तक्षेपों के माध्यम जैवसंसाधनों का विकास तथा उनका सतत प्रयोग।


== लक्ष्य ==
भारत-बर्मा (म्यांमार) जैवसंसाधन स्थल के अंतर्गत आनेवाले भरतीय क्षेत्र में जैवसंसाधनों का वैज्ञानिक प्रबंधन


== उद्देश्य ==
आधुनिक जीवविज्ञान के साधनों का प्रयोग करते हुए जैवसंसाधनों के सतत विकास के लिए भारत-बर्मा जैवसंसाधन स्थल के केन्द्र में स्थित इम्फाल में अत्याधुनिक जैवप्रौद्योगिकी अनुसंधान सुविधाओं की स्थापना।
भारतीय तथा प्राच्य भूखंडों के जैव-भौगोलिक मिलन-स्थल की अद्वितीय जैवविविधता का अध्ययन एवं प्रलेखन।
क्षमता निर्माण (मानव विकास) करना।
जैवसंसाधनों के अनुसंधान-खोजों को जारी रखने के लिए राष्ट्रीय एवं अंतर्राष्ट्रीय स्तर पर अन्य संस्थानोंसंगठनों और विश्वविद्यालयों के साथ सहभागिता करना।
जैवसंसाधनों के सतत विकास और उपयोग के लिए जैवप्रौद्योगिकीय साधनों का विकास करना।
क्षेत्र में रोजगार के अवसर पैदा करने तथा आर्थिक उन्नयन के लिए प्रौद्योगिकीय पैकेजों का विकास करना।
इम्‍फाल में आधुनिकतम जैव प्रौद्योगिकी अनुसंधान की स्‍थापना करना, जो आधुनिक जीवविज्ञान के साधनों का उपयोग करते हुए जैव संसाधनों के स्‍थायी विकास के लिए भारत-बर्मा जैव विविधता प्रमुख बिन्‍दु का केन्‍द्र है,
भारतीय और ओरिएंटल भूमि के भू-भौगोलिक जोड़ की अद्भुत जैव विविधता और जैव संसाधनों का अध्‍ययन करना
जैव संसाधनों का स्‍थायी विकास और जैव संसाधनों की उपयोगिता के लिए जैव प्रौद्योगिकीय मध्‍यस्‍थता करना,
क्षेत्र में रोजगार उत्‍पादन और आर्थिक प्रगति के लिए प्रौद्योगिकीय पैकेज तैयार करना,
जैव संसाधन संरक्षण, विकास और उपयोगिता में क्षमता निर्माण (मानव संसाधन विकास) करना, तथा
जैव संसाधनों में अनुसंधान आगे बढ़ाने में अन्‍य संस्‍थानों/संगठनों/विश्‍वविद्यालयों के साथ राष्‍ट्रीय/अंतरराष्‍ट्रीय स्‍तर पर सहयोग करना।


== प्रस्तावित क्रियाकलाप ==
औषधीय एवं सुगंधीय पादपों के आनुवंशिक सुधारस्तरोन्नयन, बहुगुणन और प्राकृतिक उत्पादों का रसायन-विज्ञान। मैमेलियन कोशिका लाइनों के प्रयोग द्वारा जैव-सक्रिय अणुओं के लिए उपयुक्त इन-विट्रो स्क्रीनिंग परीक्षणों का विकास।
सेरी-जैवप्रौद्योगिकी और कीट-जैवसुसाधन, जर्मप्लाज्म संग्रहण, आनुवंशिक विविधता का मूल्यांकन, आनुवंशिक वर्धन तथा संरक्षण।
जलीय पेड़-पौधों एवं पशु-पक्षियों में विविधता का आकलन, चुनिंदा प्रजातियों जिनमें जलकृषि भी शामिल है, के आनुवंशिक सुधार के परिणामस्वरूप उत्पादों का विकास।
विशेष रूप से कृषि, वानिकी, उद्योग तथा आनुवंशिक सुधार से संबंधित माइक्रोबों (जीवाणु एवं कवक) के सभी दलों में विविधता का आकलन।
जैवसंसाधन संबंधी डाटाबेसी की स्थापना।
कृषि, उद्यानकृषि वानिकी तथा जलकृषि में उत्पादकता बढाने के लिए प्रयोज्य उत्पादों तथा प्रक्रियाओं के विकास करने वाले प्रौद्योगिकी पैकेज।
भूखंड के प्रयोग संबंधी पैटर्नों का आकलन, मृदा विकास तथा उर्वरता के रख- रखाव के लिए पारिस्थितिक दृष्टि से दोषरहित पुनर्वास का विकास, भूक्षरण की रोकथाम और विकृत पर्वतीय पारिस्थितिकी तथा बंजरभूमि का पुनरूध्दार।


== बाहरी कड़ियाँ ==
जैव संसाधन और स्‍थायी विकास संस्‍थान का जालघर",705,विश्व
इंडोनेशिया,"इंडोनेशिया (इंडोनेशियाई: Indonesia) दक्षिण पूर्व एशिया और ओशिनिया में स्थित एक विशाल देश है। जिसकी राजधानी जकर्ता से (कालिमन्तन ) नूसन्तारा हो गयी है एवं यह 17,508 द्वीपों वाले इस देश की जनसंख्या लगभग 27 करोड़ है, यह दुनिया का चौथा सबसे अधिक आबादी और दुनिया में सबसे बड़ी मुस्लिम आबादी वाला देश है। देश की राजधानी जकार्ता है। देश की जमीनी सीमा पापुआ न्यू गिनी, पूर्वी तिमोर और मलेशिया के साथ मिलती है, जबकि अन्य पड़ोसी देशों सिंगापुर, फिलीपींस, ऑस्ट्रेलिया और भारत का अंडमान और निकोबार द्वीप समूह क्षेत्र शामिल है।


== इतिहास ==
ईसा पूर्व ४थी शताब्दी से ही इंडोनेशिया द्वीपसमूह एक महत्वपूर्ण व्यापारिक क्षेत्र रहा है। बुनी अथवा मुनि सभ्यता इंडोनेशिया की सबसे पुरानी सभ्यता है। चौथी शताब्दी ईसा पूर्व तक ये सभ्यता काफी उन्नति कर चुकी थी। ये हिंदू एवं बौद्ध धर्म मानते थे और ऋषि परंपरा का अनुकरण करते थे। अगले दो हजार साल तक इंडोनेशिया एक हिंदू और बौद्ध देशों का समूह रहा। यहाँ हिंदू राजाओं का राज था। किर्तानेगारा और त्रिभुवना जैसे राजा यहाँ सदियों पहले राज करते थे। श्रीविजय के दौरान चीन और भारत के साथ व्यापारिक सम्बंध थे। स्थानीय शासकों ने धीरे-धीरे भारतीय सांस्कृतिक, धार्मिक और राजनीतिक प्रारुप को अपनाया और कालांतर में हिंदू और बौद्ध राज्यों का उत्कर्ष हुआ। इंडोनेशिया का इतिहास विदेशियों से प्रभावित रहा है, जो क्षेत्र के प्राकृतिक संसाधनों की वजह से खिंचे चले आए। मुस्लिम व्यापारी अपने साथ इस्लाम लाए। विदेशी मुस्लिम  लुटेरों ने तलवार के बल पर इन हिंदुओ का जबरन धर्मांतरण करवाया । 
यहाँ के इस्लामी संस्कृति पर हिंदु धर्म का प्रभाव दिखता है। लोगों और स्थानों के नाम आज भी अरबी एवं संस्कृत में रखे जाते हैं यहाँ आज भी पवित्र कुरान  क अरबी भाषा में पढ़ी व पढ़ाई जाती है। यूरोपिय शक्तियाँ यहाँ  के मसाला व्यापार में एकाधिकार को लेकर एक-दूसरे से लड़ीं। तीन साल के इटालियन उपनिवेशवाद के बाद (द्वितीय विश्वयुद्ध के बाद) इंडोनेशिया को स्वतंत्रता प्राप्त हुई।


== नामोत्पत्ति ==
इसका और साथ के अन्य द्वीप देशों का नाम भारत के पुराणों में दीपांतर (दीपान्तर) भारत (अर्थात सागर पार भारत) है। यूरोप के लेखकों ने 150 वर्ष पूर्व इसे इंडोनेशिया (इण्डोनेशिया) (इंद= भारत + नेसोस = द्वीप के लिये) दिया और यह धीरे धीरे लोकप्रिय हो गया। की हजर देवान्तर‎ (देवांतर) पहला देशी था जिसने अपने राष्ट्र के लिये इंडोनेशिया (इण्डोनेशिया) नाम का प्रयोग किया। कावी भाषा में लिखा भिन्नेक तुंग्गल इक (भिन्नता में एकत्व) देश का आदर्श वाक्य है। दीपांतर (दीपान्तर) नाम अभी भी प्रचलित है इंडोनेशिया अथवा जावा भाषा के शब्द नुसान्तर में। इस शब्द से लोग बृहद इंदोनेशिया समझते हैं।


== अर्थव्यवस्था ==
इंडोनेशिया एक मिश्रित अर्थव्यवस्था है, जिसमें निजी क्षेत्र एवं सरकारी क्षेत्र दोनों की भूमिका है। इंडोनेशिया दक्षिण-पूर्वी एशिया की सबसे बड़ी अर्थव्यवस्था है और जी-२० अर्थव्यवस्थाओं में से एक है। सन २०१० में, इंडोनेशिया का अनुमानित सकल घरेलू उत्पाद (नाममात्र) लगभग 910 अरब डॉलर था। सकल घरेलू उत्पाद में सबसे अधिक 44.4% योगदान कृषि  क्षेत्र का है, इसके बाद सेवा क्षेत्र 37.1% एवं उद्योग 19.5% योगदान करती है। २०१० से, सेवा क्षेत्र ने अन्य क्षेत्रों से अधिक रोजगार दिए। हालाँकि, कृषि क्षेत्र सदियों तक प्रमुख नियोक्ता था। इंडोनेशिया विश्व की 8वीं सबसे बड़ी अर्थव्यवस्था है और 2050 तक सबसे बड़ी अर्थव्यवस्था और महाशक्ति बन सकता है।
विश्व व्यापार संगठन ने ये अनुमान लगाया था कि 2020 में चीन को पीछे छोड़ कर इंडोनेशिया विश्व का सबसे बड़ा निर्यातक बन जाएगा लेकिन फिलहाल चीन ही विश्व का सबसे बड़ा निर्यातक देश है ।

तेल और गैस, इलेक्ट्रिकल उपकरण, प्लाय-वुड, रबड़ एवं वस्त्र मुख्य निर्यात रहेंगे। रसायन, ईंधन एवं खाद्य पदार्थ भी मुख्य निर्यात रहेंगे विश्व व्यापार संगठन के अनुसार इंडोनेशिया की अर्थव्यवस्था 4 खरब डॉलर की है।


== भाषा ==
यहाँ की मुख्य भाषा है इंडोनेशियाई भाषा। अन्य भाषाओं में जावा, बाली, भाषा सुंडा, भाषा मदुरा आदि भी हैं। प्राचीन भाषा का नाम कावी था जिसमें देश के प्रमुख साहित्यिक ग्रंथ हैं।
अंग्रेजी एवं अरबी भाषा का प्रचलन तेजी से बढ़ रहा है।


== चुनौतियाँ ==
लेकिन इसके बाद से इंडोनेशिया का इतिहास उथलपुथल भरा रहा है, चाहे वह प्राकृतिक आपदाओं की वजह से हो, भ्रष्टाचार की वजह से, अलगाववाद या फिर लोकतंत्रीकरण की प्रक्रिया से उत्पन्न चुनौतियाँ हों। 26 दिसंबर (दिसम्बर) 2004 में आयी सुनामी लहरों की विनाशलीला से यह देश सबसे अधिक प्रभावित हुआ था। यहाँ के आचे प्रांत में लगभग डेढ़ लाख लोग मारे गये थे और हजारों करोड़ की संपत्ति (सम्पत्ति) का नुकसान हुआ था।


== प्राचीन राजवंश ==
श्रीविजय राजवंश
शैलेन्द्र राजवंश
संजय राजवंश
माताराम राजवंश
केदिरि राजवंश
सिंहश्री
मजापहित साम्राज्य


== सन्दर्भ ==


== यह भी देखिए ==
wikt:इंडोनिशया (विक्षनरी)


== बाहरी कड़ियाँ ==",755,विश्व
उत्तरी यूरोप,"उत्तरी यूरोप क्षेत्र में यूरोप महाद्वीप के उत्तरी राष्ट्र आते हैं। उत्तरी यूरोप भौगोलिक क्षेत्र है जो यूरोपीय महाद्वीप के उत्तरी हिस्से को शामिल करता है। इसमें आठ देश शामिल हैं: डेनमार्क, एस्टोनिया, फिनलैंड, आइसलैंड, लातविया, लिथुआनिया, नॉर्वे और  स्वीडन। इस क्षेत्र की कुछ परिभाषाओं में कभी-कभी संयुक्त राजशाही, आयरलैंड, उत्तरी बेलारूस, उत्तरी जर्मनी और उत्तर-पश्चिम रूस भी शामिल हैं। 
उत्तरी यूरोप में भौतिक भूगोल पहाड़ बहुत अधिक नहीं हैं,। दक्षिणी नॉर्वे में 2,469 मीटर (8,100 फीट) पर सबसे ऊंची चोटी है। प्रायद्वीप की 9 4% आबादी आर्कटिक सर्कल के दक्षिण में रहती है।
उत्तरी यूरोप की जनसंख्या 104 मिलियन अनुमानित है। यह क्षेत्र दुनिया के सबसे विकसित भागों में से एक है। उत्तरी यूरोपीय देशों ने अर्थव्यवस्था के विकास और जीवन स्तर के सन्दर्भ में उच्च स्तर की श्रेणी में आता है।


== भूगोल ==
उत्तरी यूरोप में भौतिक भूगोल पहाड़ बहुत अधिक नहीं हैं,। दक्षिणी नॉर्वे में 2,469 मीटर (8,100 फीट) पर सबसे ऊंची चोटी है। प्रायद्वीप की 9 4% आबादी आर्कटिक सर्कल के दक्षिण में रहती है।


=== उत्तरी यूरोप में प्रमुख भूमिगत संरचनाएं: ===
उत्तरी यूरोप में कुछ प्रमुख भूमिगत क्षेत्रों में उत्तरी यूरोपीय मैदान, केजोलन पर्वत, स्कैंडिनेविया प्रायद्वीप , अटलांटिक हाइलैंड्स और जुटलैंड प्रायद्वीप शामिल हैं।


=== उत्तरी यूरोप के प्राकृतिक संसाधन: ===
उत्तरी यूरोप में प्राकृतिक संसाधन बड़े पैमाने पर बॉक्साइट, तांबे और लौह अयस्क जैसे धातुओं में हैं। डेनमार्क जैसे कुछ देशों में पेट्रोलियम और प्राकृतिक गैस के कुछ भंडार हैं। जर्मनी में कोयले, निकल और लिग्नाइट रिज़र्व हैं।


=== उत्तरी यूरोप के लिए जलवायु क्षेत्र: ===
उत्तरी यूरोप में मुख्य जलवायु उपनगरीय जलवायु है। अक्सर बर्फ के तूफ़ान के साथ लंबे समय तक ठंडी सर्दियों के दिन रहते हैं।


== जनसांख्यिकी ==
उत्तरी यूरोप के राष्ट्रों की जनसांख्या वृद्धि निम्न लिखित रूप से है:

स्वीडन         10.2 मिलियन
डेनमार्क       5.8 मिलियन
फ़िनलैण्ड     5.5 मिलियन
नॉर्वे             5.3 मिलियन
लिथुआनिया  2.8 मिलियन
लातविया      1.9 मिलियन
एस्टोनिया     1.3 मिलियन
आइसलैण्ड   0.4 मिलियन
उत्तरी यूरोप में रहने वाले ज्यादातर लोग आधिकारिक रूप से ईसाई हैं। ईसाई धर्म के लोगो के अलावा यहाँ पर मुसलमान और हिन्दू भी रहते हैं। उत्तरी यूरोप के देशों में बड़ी विकसित अर्थव्यवस्थाएँ और वहाँ का मानव विकास सूचकांक भी बहुत अच्छा है। धार्मिक रूप से असंबद्ध आबादी धार्मिक रूप से संबद्ध आबादी की तुलना में तेज़ी से बढ़ रही है। उत्तरी यूरोप में शिक्षा, स्वास्थ्य देखभाल और परिवहन प्रणाली जैसी सार्वजनिक सेवाएं अच्छी तरह से विकसित की गई हैं। 
प्रायद्वीप की 9 4% आबादी आर्कटिक सर्कल के दक्षिण में रहती है। 
उत्तरी यूरोप  कि जनसांख्या के बारे में कुछ बाते- 

उत्तरी यूरोप आबादी कुल विश्व जनसंख्या का 1.37% के बराबर है।
उत्तरी यूरोप यूरोप में जनसंख्या द्वारा क्रमबद्ध उप-वर्गों के बीच नंबर 4 पर है।
उत्तरी यूरोप में आबादी घनत्व 62 प्रति किलोमीटर 2 (15 मील प्रति मील 2) है।
कुल भूमि क्षेत्र 1,702,418 किमी 2 (657,307 वर्ग मील) है
80.5% आबादी शहरी है (2018 में 84,37 9, 205 लोग)।
उत्तरी यूरोप में औसत आयु 40.5 साल है।


== इन्हें भी देखें ==
यूरोप


== सन्दर्भ ==


== बाहरी कड़ियाँ ==",499,विश्व
मानव भूगोल,"मानव भूगोल, भूगोल की प्रमुख शाखा हैं जिसके अन्तर्गत मानव की उत्पत्ति से लेकर वर्तमान समय तक उसके पर्यावरण के साथ सम्बन्धों का अध्ययन किया जाता हैं। मानव भूगोल की एक अत्यन्त लोकप्रिय और बहु अनुमोदित परिभाषा है, मानव एवं उसका प्राकृतिक पर्यावरण के साथ समायोजन का अध्ययन। मानव भूगोल में पृथ्वी तल पर मानवीय तथ्यों के स्थानिक वितरणों का अर्थात् विभिन्न प्रदेशों के मानव-वर्गों द्वारा किये गये वातावरण समायोजनों और स्थानिक संगठनों का अध्ययन किया जाता है। मानव भूगोल में मानव-वर्गो और उनके वातावरणों की शक्तियों, प्रभावों तथा प्रतिक्रियाओं के पारस्परिक कार्यात्मक सम्वन्धों का अध्ययन, प्रादेशिक आधार पर किया जाता है।  मानव भूगोल जिग्यासावान मनुष्य पर प्रगतिशील प्रकृति के नियंत्रण व समन्वय का। अध्ययन हैं ।
मानव भूगोल का महत्व दिन-प्रतिदिन बढ़ता जा रहा है। यूरोपीय देशों, पूर्ववर्ती सोवियत संघ, संयुक्त राज्य अमेरिका तथा भारत के विश्वविद्यालयों में इसके अध्ययन में अधिकाधिक रूचि ली जा रही है। पिछले लगभग ४० वर्षों में मानव भूगोल के अध्ययन क्षेत्र का वैज्ञानिक विकास हुआ है और संसार के विभिन्न देशों में वहाँ की जनसंख्या की आर्थिक, सामाजिक, सांस्कृतिक उन्नति के लिये संसाधन-योजना में इसके ज्ञान का प्रयोग किया जा रहा है।
रेटजेल के अनुसार, ""मानव भूगोल के के दृश्य सर्वत्र पर्यावरण से संबंधित होता है जो की स्वयं भौतिक दशाओं का एक योग्य   होता है  ellsworth एलटी गठन के अनुसार मानव भूगोल मानवीय क्रियाकलापों तथा मानवीय गुणों के भौगोलिक वातावरण से संबंधों की प्रकृति एवं उसके विवरण का अध्ययन है
रेटजेल की शिष्या   व प्रसिद्ध अमेरिकन भूगोलवेत्ता एलन सैम्पल के अनुसार "" मानव भूगोल चंचल मानव और अस्थायी धरती के पारस्पपरिक परिवर्तनशील सम्बन्धो का अध्ययन है ।


== परिचय ==
मानव भूगोल पृथ्वी की सतहों और मानव समुदायों के बीच सम्बंधों का संश्लेषित अध्ययन है। यह तीन संघटकों से निकटतम रूप में जुड़ा हैः 

मानवीय जनसंख्या का स्थानिक विश्लेषण
मानवीय जनसंख्या और पर्यावरण के बीच के संबंधों का पारिस्थितिक भूगोल
विश्लेषण और प्रादेशिक सश्लेषण, जो कि धरातल के क्षेत्रीय विभेदीकरण में पहली दोनों विषयवस्तुओं को जोड़ता है।
मानव भूगोल की कई उप-शाखायें है :
मानवविज्ञान भूगोल : यह बड़े पैमाने पर स्थानिक सन्दर्भ में विविध प्रजातियों का अध्ययन करता है।
सांस्कृतिक भूगोल : यह मानवीय संस्कृतियों की उत्पत्ति, संघटकों और प्रभावों की चर्चा करता है।
आर्थिक भूगोल : यह स्थानीय, प्रादेशिक, राष्ट्रीय और विश्व स्तर पर आर्थिक गतिविधियों की अवस्थिति व वितरण का अध्ययन करता है। आर्थिक भूगोल का अध्ययन निम्न बिन्दुओं के अन्तर्गत किया जा सकता हैः संसाधन भूगोल, कृषि भूगोल, औद्योगिक व परिवहन भूगोल।
राजनीतिक भूगोल : यह स्थानिक सन्दर्भ में राजनीतिक परिघटनाओं का अध्ययन करता है। इसका मुख्य उद्देश्य राजनीतिक व प्रशासनिक प्रदेशों के उद्भव व रूपान्तरण की व्याख्या करना है।
ऐतिहासिक भूगोल : भौगोलिक परिघटनाओं का स्थानिक व कालिक अध्ययन ऐतिहासिक भूगोल के अन्तर्गत किया जाता है।
सामाजिक भूगोल : यह स्थान की सामाजिक परिघटनाओं का विश्लेषण करता है। निर्धनता, स्वास्थ्य, शिक्षा, जीवनयापन सामाजिक भूगोल के कुछ मुख्य क्षेत्र हैं।
जनसंख्या भूगोल : यह जनसंख्या के विविध पक्षों जैसे जनसंख्या वितरण, घनत्व, संघटन, प्रजनन क्षमता, मर्त्यता, प्रवास आदि का अध्ययन करता है।
अधिवास भूगोल : यह ग्रामीण/नगरीय अधिवासों के आकार, वितरण, प्रकार्य, पदानुक्रम और अधिवास व्यवस्था से सम्बंधित अन्य आधारों का अध्ययन है।


== मानव भूगोल के विषय ==

== सन्दर्भ ==मानव तथा उसका प्राकृतिक पर्यावरण के साथ समायोजन का अध्ययन, मानव भूगोल कहलाता है।",537,विश्व
संरक्षित जैवमंडल (Extended),"संरक्षित जैवमंडल या आरक्षित जैवमंडल या बायोस्फेयर रिज़र्व, यूनेस्को द्वारा अपने कार्यक्रम मैन एंड द बाओस्फेयर (मानव और जैवमंडल) (MAB) के अंतर्गत दिया जाने वाला एक अंतरराष्ट्रीय संरक्षण क्षेत्र के उपनाम है। संरक्षित जैवमंडलों का विश्व नेटवर्क, विश्व के 107 देशों के सभी 533 संरक्षित जैवमंडलों का एक संग्रह है (मई, 2009 तक)।संरक्षित जैवमंडल के रूप में मान्यता प्राप्त स्थल, किसी अंतरराष्ट्रीय समझौते का विषय नहीं है बस इनके लिए एक समान मानदंडों का पालन करना होता है। यह उस देश के संप्रभु अधिकार क्षेत्र के अंतर्गत आते हैं जहाँ पर यह स्थित हैं, हालांकि, यह विचारों और अनुभवों को क्षेत्रीय और अंतरराष्ट्रीय स्तर पर संरक्षित जैवमंडलों का विश्व नेटवर्क के अंतर्गत साझा करते हैं। 
संरक्षित जैवमंडलों का विश्व नेटवर्क के वैधानिक ढाँचे के अनुसार जैवमंडलों का निर्माण उद्देश्य “मानव और जैवमंडल के बीच एक संतुलित संबंध का प्रदर्शन करना और इसे बढ़ावा देना है”। अनुच्छेद 4 के अंतर्गत, किसी भी संरक्षित जैवमंडल के अंतर्गत सभी उपस्थित पारिस्थितिक तंत्रों का समावेश होना चाहिए यानि इसे तटीय, पार्थिव (पृथ्वी से संबंधित) या समुद्री पारिस्थितिक तंत्रों के संयोजन से मिलकर बना होना चाहिए। 
उपयुक्त अंचलों के निर्माण और प्रबंधन के माध्यम से, इन पारिस्थितिक तंत्रों के संरक्षण और उनमें जैव विविधता को बनाए रखा जा सकता है। 
संरक्षित जैवमंडल के डिजाइन के अनुसार किसी भी जैवमंडल को तीन क्षेत्रों मे विभाजित होना चाहिए जिनमे पहला है एक कानूनी रूप से सुरक्षित प्रमुख क्षेत्र, दूसरा एक बफर क्षेत्र जहां गैर संरक्षण गतिविधियाँ निषिद्ध हों और तीसरा एक संक्रमण क्षेत्र जहां स्वीकृत प्रथाओं की सीमित अनुमति दी गयी हो। यह स्थानीय समुदायों के लाभों को ध्यान मे रख कर किया जाता है ताकि यह समुदाय प्राकृतिक संसाधनों का उपयोग स्थाई रूप से (एक लंबे समय तक) कर सकें। इस प्रयास के लिए प्रासंगिक अनुसंधान, निगरानी, शिक्षा और प्रशिक्षण की आवश्यकता होती है। 
उपरोक्त सुझाई सभी बातों पर अमल कर जैव विविधता समझौते की कार्यसूची 21 (एजेंडा 21) को लागू किया जाता है।


== इन्हें भी देखें ==
भारत के संरक्षित जैवमंडल


== सन्दर्भ ==

[[चित्र:Biosphere Reserves.svg|thumb|center|700px|2007 में संरक्षित जैवमंडलों का विश्व नेटवर्क को दर्शाता मानचित्र।]]

'''संरक्षित जैवमंडल''' या '''आरक्षित जैवमंडल''' या '''बायोस्फेयर रिज़र्व''', [[युनेस्को|यूनेस्को]] द्वारा अपने कार्यक्रम मैन एंड द बाओस्फेयर (मानव और जैवमंडल) (MAB) के अंतर्गत दिया जाने वाला एक अंतरराष्ट्रीय संरक्षण क्षेत्र के उपनाम है। [[संरक्षित जैवमंडलों का विश्व नेटवर्क]], विश्व के 107 देशों के सभी 533 संरक्षित जैवमंडलों का एक संग्रह है (मई, 2009 तक)।<ref>http://dotearth.blogs.nytimes.com/2009/05/26/un-names-22-new-biosphere-reserves/?hp {{Webarchive|url=https://web.archive.org/web/20120327105534/http://dotearth.blogs.nytimes.com/2009/05/26/un-names-22-new-biosphere-reserves/?hp |date=27 मार्च 2012 }} The New York Times</ref>संरक्षित जैवमंडल के रूप में मान्यता प्राप्त स्थल, किसी अंतरराष्ट्रीय समझौते का विषय नहीं है बस इनके लिए एक समान मानदंडों का पालन करना होता है। यह उस देश के संप्रभु अधिकार क्षेत्र के अंतर्गत आते हैं जहाँ पर यह स्थित हैं, हालांकि, यह विचारों और अनुभवों को क्षेत्रीय और अंतरराष्ट्रीय स्तर पर संरक्षित जैवमंडलों का विश्व नेटवर्क के अंतर्गत साझा करते हैं। 

संरक्षित जैवमंडलों का विश्व नेटवर्क के वैधानिक ढाँचे के अनुसार जैवमंडलों का निर्माण उद्देश्य “मानव और जैवमंडल के बीच एक संतुलित संबंध का प्रदर्शन करना और इसे बढ़ावा देना है”। अनुच्छेद 4 के अंतर्गत, किसी भी संरक्षित जैवमंडल के अंतर्गत सभी उपस्थित पारिस्थितिक तंत्रों का समावेश होना चाहिए यानि इसे [[तटीय]], [[पार्थिव]] (पृथ्वी से संबंधित) या [[सागर (जलनिकाय)|समुद्री]] पारिस्थितिक तंत्रों के संयोजन से मिलकर बना होना चाहिए। 

उपयुक्त अंचलों के निर्माण और प्रबंधन के माध्यम से, इन [[पारितंत्र|पारिस्थितिक तंत्रों]] के संरक्षण और उनमें [[जैव विविधता]] को बनाए रखा जा सकता है। 

संरक्षित जैवमंडल के डिजाइन के अनुसार किसी भी जैवमंडल को तीन क्षेत्रों मे विभाजित होना चाहिए जिनमे पहला है एक कानूनी रूप से सुरक्षित प्रमुख क्षेत्र, दूसरा एक बफर क्षेत्र जहां गैर संरक्षण गतिविधियाँ निषिद्ध हों और तीसरा एक संक्रमण क्षेत्र जहां स्वीकृत प्रथाओं की सीमित अनुमति दी गयी हो। यह स्थानीय समुदायों के लाभों को ध्यान मे रख कर किया जाता है ताकि यह समुदाय प्राकृतिक संसाधनों का उपयोग स्थाई रूप से (एक लंबे समय तक) कर सकें। इस प्रयास के लिए प्रासंगिक [[अनुसंधान]], निगरानी, [[शिक्षा]] और [[प्रशिक्षण]] की आवश्यकता होती है। 

उपरोक्त सुझाई सभी बातों पर अमल कर जैव विविधता समझौते की कार्यसूची 21 (एजेंडा 21) को लागू किया जाता है।

== इन्हें भी देखें ==
* [[भारत के संरक्षित जैवमंडल]]

== सन्दर्भ ==
 {{reflist}}

[[श्रेणी:संरक्षित क्षेत्र]]
[[श्रेणी:संरक्षित जैवमंडल|*]]",687,विश्व
