title,content,word_count,topic
रोबॉटिक्स,"रोबॉटिक्स रोबॉट की अभिकल्पना, निर्माण और अभिप्रयोग के विज्ञान और तकनीकों को कहते हैं। इस क्षेत्र में कार्य करने के लिये इलेक्ट्रॉनिकी, यान्त्रिकी और सॉफ्टवेयर के सिवाय कई अन्य क्षेत्रों में व्यावहारिक ज्ञान की आवश्यकता होती है। हालाँकि रोबॉट के स्वरूप और क्षमताओं में काफी विविधता हैं पर इन सभी में कई समानताएँ भी हैं। उदाहरण के लिए यांत्रिक चलनशील ढाँचा और स्वनियंत्रण सभी में होता है। रोबॉट के ढाँचे की उपमा मानव अस्थिपंजर है और उसे शुद्ध-गति माला कहा जा सकता है। यह माला है इसकी हड्डियाँ, प्रवर्तक इसकी माँस पेशियाँ और जोड़, जो इसे एक या एक से अधिक स्वातंत्र्य परिमाण देते हैं। अधिकांश रोबॉट क्रमिक माला रूपी होते हैं, जिसमें एक कड़ी दूसरी से जुड़ती है - इन्हें क्रमिक रोबॉट कहते हैं और ये मानव हाथ के समान हैं। अन्य रोबॉट सामानांतर शुद्ध-गति मालाओं का प्रयोग करते हैं। जीव-यांत्रिकी के अंतर्गत मानव या अन्य जीवों की नकल कर ढाचों को बनाने पर अनुसन्धान चल रहा है। माला की अंतिम कड़ी किसी तरह की प्रवर्तक हो सकती है, जैसे एक यांत्रिक हाथ या वेल्डिंग मशीन।",177,रोबोटिक्स
एक्सो,एक्सो या एक्सो रोबोटिक्स (ekso robotics) एक ऐसा रोबोटनुमा मशीनी ढाँचा है जो चल फर सकने में असमर्थ (अस्थि विकलांग) लोगों की सहायता करने के बनाया गया है। हल्क (Human Universal Load Carrier-HULC) सेना के एक्सोस्केल्टन की तर्ज़ पर इस रोबोटनुमा पहनावे को इस प्रकार बनाया गया है कि लकवाग्रस्त व्यक्ति भी इसे पहन कर आम लोगों की तरह चल फिर सकेंगें। इस रोबोटनुमा पहनावे को अमेरिकी कम्पनी एक्सो बॉयोनिक्स की ब्रिटिश शाखा ने बनाया है।,76,रोबोटिक्स
नैन्सी जेन क्यूरी-ग्रेग,"नैन्सी जेन क्यूरी-ग्रेग एक इंजीनियर, संयुक्त राज्य सेना अधिकारी और नासा की अंतरिक्ष यात्री हैं, जिनका जन्म २९ दिसंबर १९५८ को विल्मिंगटन, डेलावेयर में हुआ था। ग्रेग २२ से अधिक वर्षों के लिए संयुक्त राज्य की सेना में सेवा कर चुकी हैं और कर्नल की रैंक रखती हैं।",48,रोबोटिक्स
रोबॉटिक्स के नियम,"रोबॉटिक्स के नियम वें मापदंड, सिद्धांत व कानून हैं जिनके तहत एक रोबोट का बर्ताव व कार्य करने का ढंग निर्धारित किया जाता है। इस तरह के रोबोट अब तक बनाए नहीं गए है परन्तु इन्हे काल्पनिक विज्ञान, फ़िल्मों और कृत्रिम बुद्धिमत्ता के क्षेत्र में संशोधन के लिए उपयोग किया जाता है।
अब तक के सबसे उत्तम नियम आईज़ैक असिमोव ने 1940 में लिखे थे परन्तु कईं अन्य संशोधकों ने भी नए नियम बनाए है।",75,रोबोटिक्स
बोस्टन डायनेमिक्स,"बोस्टन डायनेमिक्स एक अमेरिकी इंजीनियरिंग और रोबोटिक्स डिजाइन कंपनी है जिसकी स्थापना 1992 में मैसाचुसेट्स इंस्टीट्यूट ऑफ टेक्नोलॉजी से स्पिन-ऑफ के रूप में की गई थी। वाल्थम, मैसाचुसेट्स में मुख्यालय, बोस्टन डायनेमिक्स का स्वामित्व दिसंबर 2020 से हुंडई मोटर समूह के पास है।
बोस्टन डायनेमिक्स को बिगडॉग, स्पॉट, एटलस और हैंडल सहित गतिशील अत्यधिक मोबाइल रोबोट की एक श्रृंखला के विकास के लिए जाना जाता है। 2019 के बाद से, स्पॉट को व्यावसायिक रूप से उपलब्ध कराया गया है, जिससे यह बोस्टन डायनेमिक्स का पहला व्यावसायिक रूप से उपलब्ध रोबोट बन गया है, कंपनी ने हैंडल सहित अन्य रोबोटों के व्यावसायीकरण के अपने इरादे को भी बताया है।",108,रोबोटिक्स
स्मॉल वण्डर (टीवी शृंखला),"स्मॉल वण्डर (अंग्रेज़ी: Small Wonder) एक अमरीकी काल्पनिक विज्ञान पर आधारित धारावाहिक है जिसका प्रथम प्रसारण ७ सितंबर १९८५ से २० मई १९८९ के बिच किया गया था। यह धारावाहिक एक रोबोटिक्स अभियंता के परिवार के इर्द-गिर्द घूमता है जहां वह गोपनीय तरीके से एक छोटी लड़की का रोबोट मॉडल बनाता है और उसे अपनी बेटी की तरह घर में रखता है। हालांकि यह शो मेट्रोमिडिया प्रोडक्शंस के लिए बनाया गया था परन्तु १९८६ में 20थ सेंच्युरी फॉक्स टेलीविजन ने इसके अधिकार खरीद लिए थे।
यह १९९४ से १९९८ के माध्यम से स्टार प्लस पर भारत में प्रसारित किया गया है, हिंदी में डब की गई।",106,रोबोटिक्स
तकनीकी लेखन,"तकनीकी लेखन से आशय तकनीकी और व्यावसायिक क्षेत्रों में उपयोग किए जाने वाले तकनीकी संचार को लिखने से है। उदाहरण के लिए कंप्यूटर हार्डवेयर और सॉफ्टवेयर, इंजीनियरिंग, रसायन विज्ञान, वैमानिकी, रोबोटिक्स, वित्त, चिकित्सा, उपभोक्ता इलेक्ट्रॉनिक्स, जैव प्रौद्योगिकी और वानिकी जैसे तकनीकी और व्यावसायिक क्षेत्रों में उपयोग किए जाने वाले तकनीकी संचार को लिखना।  तकनीकी लेखन, तकनीकी संचार का सबसे बड़ा उपक्षेत्र है।",62,रोबोटिक्स
यान्त्रिक अभियान्त्रिकी,"यान्त्रिक अभियांत्रिकी  (Mechanical engineering) तरह-तरह की मशीनों की बनावट, निर्माण, चालन आदि का सैद्धान्तिक और व्यावहारिक ज्ञान है। यान्त्रिक अभियांत्रिकी, अभियांत्रिकी की सबसे पुरानी और विस्तृत शाखाओं में से एक है। यान्त्रिक अभियांत्रिकी १८वीं शताब्दी में यूरोप में औद्योगिक क्रांति के दौरान एक क्षेत्र के रूप में उभरी है, लेकिन, इसका विकास दुनिया भर में कई हजार साल में हुआ है। १९वीं सदी में भौतिकी के क्षेत्र में विकास के एक परिणाम के रूप में यांत्रिक अभियांत्रिकी विज्ञान सामने आया।
इसके आधआरभूत विषय हैं:

स्थैतिकी और गति विज्ञान
ठोस यांत्रिकी और पदार्थों की सामर्थ्य
मापयंत्रण और मापन
उष्मागतिकी,ऊष्मा का संचार,उर्जा का रूपान्तरण
तरल यांत्रिकी और तरल गतिकी
विनिर्माण अभियांत्रिकी
द्रविकी और गैसयांत्रिकी
अभियांत्रिकी अभिकल्प
उत्पाद अभिकल्प
पदार्थ विज्ञान
अभियांत्रिकी आरेखण, अभिकलित्र सहायित अभिकल्प, अभिकलित्र सहायित विनिर्माण",126,रोबोटिक्स
जूली पयेटे,"जूली पयेटे एक कनाडाई अंतरिक्ष यात्री, इंजीनियर और प्रशासक है,जिनका जन्म २० अक्टूबर १९६३ को मॉन्ट्रियल, क्यूबेक में हुआ था। पयेटे ने अंतरिक्ष में दो अंतरिक्ष उड़ानें पूरी की हैं एसटीएस -96 और एसटीएस -77 और उन्होंने अंतरिक्ष में २५ दिनों से अधिक समय तक प्रवेश किया हुआ है। उन्होंने सीएसए के लिए मुख्य अंतरिक्ष यात्री के रूप में सेवा की, और ने नासा और सीएसए दोनों के लिए कैपकोम की भूमिकाओं में भी काम किया है। 
जुलाई २०१३ में, मॉलीट्रियल ओल्ड पोर्ट ऑफ मॉन्ट्रियल में मॉलीट्रियल साइंस सेंटर के लिए जुली पेयत को चीफ ऑपरेटिंग ऑफिसर का नाम दिया गया था। अप्रैल २०१४ में, उन्हें कनाडा के नेशनल बैंक के निदेशक नियुक्त किया गया था। उन्होंने मॉन्ट्रियल के प्राथमिक और माध्यमिक (कॉलिज मोंट-सेंट-लुइस) स्कूलों से शिक्षा ग्रहण की और तीन साल तक कॉलेज रेजीना असम्प्टा से अपनी ग्रेजुएशन की डिग्री हासिल की। १९८२ में उन्होंने साउथ वेल्स, यूनाइटेड किंगडम में अटलांटिक के संयुक्त विश्व महाविद्यालय में एक अंतर्राष्ट्रीय स्तर का डिप्लोमा पूरा किया। १९८६ और १९८८ के बीच, पयेटे ने आईबीएम कनाडा के साइंस इंजीनियरिंग डिवीजन के लिए एक सिस्टम इंजिनियर के रूप में काम किया। और १९८८ से १९९० तक, टोरंटो विश्वविद्यालय में एक स्नातक छात्र के रूप में, वह एक उच्च प्रदर्शन कंप्यूटर वास्तुकला परियोजना में शामिल हुई और एक शिक्षण सहायक के रूप में काम किया।",220,रोबोटिक्स
ऑप्टिमस (रोबॉट),"ऑप्टिमस, जिसे टेस्ला बॉट के रूप में भी जाना जाता है, टेस्ला, इंक द्वारा विकास के तहत एक सामान्य प्रयोजन वाला रोबोट ह्यूमनॉइड है। इसकी घोषणा 19 अगस्त, 2021 को कंपनी के आर्टिफिशियल इंटेलिजेंस (एआई) दिवस कार्यक्रम में की गई थी, और 2022 में एक प्रोटोटाइप दिखाया गया था। सीईओ एलोन मस्क ने 2022 में कहा कि उन्हें लगता है कि ऑप्टिमस ""समय के साथ [टेस्ला के] वाहन व्यवसाय की तुलना में अधिक महत्वपूर्ण होने की क्षमता रखता है।"" कॉर्पोरेट शोकेस पर आधारित मीडिया और विशेषज्ञों की राय मिश्रित रही है।",91,रोबोटिक्स
