title,content,word_count,topic
यात्रा,"यात्रा दो एक-दूसरे से दूरी रखने वाले भौगोलिक स्थानों के बीच लोगों के आने या जाने को कहते हैं। यात्रा पैदल, बाइसिकल, वाहन, विमान, नाव, बस, जलयान या अन्य साधन से, सामान के साथ या उसके बिना, करी जा सकती है। यात्रा के विभिन्न चरणों के बीच अलग-अलग स्थानों पर कुछ समय के लिए ठहरा भी जा सकता है। कुछ यात्राएँ एक ही दिशा में होती हैं जबकि अन्य में वापस प्रारम्भिक स्थान पर लौटा जाता है। यात्रा करने के कारणों में पर्यटन, मनोविनोद, अनुसंधान, व्यापार, तीर्थ-दर्शन, अभिगमन (कम्यूटिंग), एक स्थान छोड़कर किसी नये स्थान में बसने के लिए प्रवास, किसी स्थान पर आक्रमण करना या किसी युद्ध-स्थल से भागकर शरणार्थी होना, इत्यादि शामिल हैं।",115,यात्रा
२०१७ अमरनाथ यात्रा आक्रमण,"उत्तर भारत के जम्मू और कश्मीर राज्य में स्थित हिन्दू तीर्थ गुफ़ा अमरनाथ की श्रावण यात्रा को जा रहे श्रद्धालुओं के जत्थे पर पर 10 जुलाई 2017 को आतंकवादियों ने हमला किया था। इस्लामी आतंकवादी संगठन लश्कर-ए-तैयबा के द्वारा किये गये इस आतंकी हमले में ७ श्रद्धालुओं की मृत्यु हुई थी। भारत का आरोप है कि, इस आक्रमण में लश्कर ए तैयबा का आतंकी इस्माइल मुख्य आरोपी है। लेकिन पाकिस्तान में स्थित इस्लामिक आतंकवादी संगठन लश्कर ए तैयबा ने इस आक्रमण की ज़िम्मेदारी स्वीकार नहीं की।
10 जुलाई 2017 दिनांक और तदनुसार श्रावण मास के प्रथम सोमवार को अनन्तनाग ज़िले में ये आक्रमण किया गया था। अमरनाथ भारत, नेपाल और दुनियाभर में निवास करने वालें हिन्दू धर्म के लोगों का प्रमुख यात्रा स्थल है। भारत में श्रावण मास के दिन और विशेषतः श्रावण के सोमवार के दिन हिन्दू धर्म में शिव के दर्शन करने का विशेष महत्त्व होता है। 2017 में सोमवार के दिन ही श्रावण मास की शुरूआत हुई थी और प्रथम दिन ही यात्रियों पर ये आक्रमण किया गया था।",172,यात्रा
जेल यात्रा,जेल यात्रा 1947 में बनी हिन्दी भाषा की फिल्म है।,10,यात्रा
यात्रावृत्तांत,"यात्रावृत्तान्त (English: travelogue, लिप्यंतरण: ट्रैवलौग) किसी स्थान में बाहर से आये व्यक्ति या व्यक्तियों के अनुभवों के बारे में लिखे वृतान्त को कहते हैं। इसका प्रयोग पाठक मनोरंजन के लिए या फिर उसी स्थान में स्वयं यात्रा के लिए जानकारी प्राप्त करने के लिए करते हैं।",46,यात्रा
कांवड़ यात्रा,"कांवड़ यात्रा: हर साल श्रावण मास में करोड़ों की तादाद में कांवडिये सुदूर स्थानों से आकर गंगा जल से भरी कांवड़ लेकर पदयात्रा करके अपने गांव वापस लौटते हैं इस यात्राको कांवड़ यात्रा बोला जाता है। ऐसे ही बाबा भोले के एक भक्त आशीष उपाध्याय ने 22 जुलाई 2016 को हरिद्वार से जल लेकर बाबा विश्वनाथ वाराणसी में 18 दिनों के पैदल यात्रा के पश्चात लगभग 1032 किलोमीटर यात्रा संपन्न कर भगवान भोलेनाथ का जलाभिषेक किया यह आज तक की सबसे लंबी कांवड़ यात्रा में शामिल है श्रावण की चतुर्दशी के दिन उस गंगा जल से अपने निवास के आसपास शिव मंदिरों में शिव का अभिषेक किया जाता है। कहने को तो ये धार्मिक आयोजन भर है, लेकिन इसके सामाजिक सरोकार भी हैं। कांवड के माध्यम से जल की यात्रा का यह पर्व सृष्टि रूपी शिव की आराधना के लिए हैं। पानी आम आदमी के साथ साथ पेड पौधों, पशु - पक्षियों, धरती में निवास करने वाले हजारो लाखों तरह के कीडे-मकोडों और समूचे पर्यावरण के लिए बेहद आवश्यक वस्तु है। उत्तर भारत की भौगोलिक स्थिति को देखें तो यहां के मैदानी इलाकों में मानव जीवन नदियों पर ही आश्रित है",191,यात्रा
सेवा राम यात्री,"सेवा राम यात्री (10 जुलाई 1932-17 नवंबर 2023) एक भारतीय लेखक, कथाकार, व्यंग्यकार और उपन्यासकार हैं। 1971 ई. में 'दूसरे चेहरे' नामक कथा संग्रह से शुरू हुई उनकी साहित्यिक यात्रा अनवरत जारी है। तकरीबन चार दशकों के अपने लेखकीय यात्रा में उन्होंने 18 कथा संग्रह, 33 उपन्यास, 2 व्यंग्य संग्रह, 1 संस्मरण तथा 1 संपादित कथा संग्रह हिंदी जगत के पाठकों को दी है। हाल ही में उत्‍तर प्रदेश सरकार ने उन्‍हें उत्तर प्रदेश हिंदी संस्थान की ओर से संचालित पुरस्कार योजना के तहत 2008 का महात्‍मा गांधी पुरस्‍कार दिये जाने की घोषणा की है।",95,यात्रा
खोजी यात्रा,"किसी जगह (धरती, समुद्र, अंतरिक्ष आदि में) संसाधनों एवं अन्य उपयोगी सूचनाओं के खोज के लिये की गयी यात्रा खोजी यात्रा कहलाती है। खोजी यात्रा मानव के अलावा अन्य जन्तुओं द्वारा भी की जाती है।",35,यात्रा
व्यंग्य यात्रा,व्यंग्य यात्रा हिन्दी की एक व्यंग्य विधा की त्रैमासिक पत्रिका है। यह नयी दिल्ली से प्रकाशित होती है।,18,यात्रा
भारतीय पर्यटन और यात्रा प्रबंधन संस्थान,"भारतीय पर्यटन और यात्रा प्रबंधन संस्थान (आईआईटीटीएम) एक संस्थान है जो ग्वालियर, मध्य प्रदेश, भारत में स्थित है, और इसके परिसर भुवनेश्वर, नोएडा, नेल्लौर और गोवा में भी हैं। यह संस्थान पर्यटन, यात्रा और अन्य संबद्ध क्षेत्रों के सतत प्रबंधन में प्रशिक्षण, शिक्षा और अनुसंधान प्रदान करता है। यह भारत सरकार के पर्यटन मंत्रालय के अधीन एक स्वायत्त संगठन है। इसकी स्थापना 1983 में की गई थी।",67,यात्रा
२००० अमरनाथ यात्रा आक्रमण,"१ अगस्त २००० को पहलगाम में अमरनाथ यात्रा पर आतंकी आक्रमण हुआ। इसमें ३० लोग मारे गए। पहलगाम भारत के जम्मू एवं काश्मीर राज्य के अनन्तनाग ज़िले में है। श्रद्धालु सालाना अमरनाथ यात्रा को निकले थे जब इस्लामी आतंकवादीयोंने यह आक्रमण किया।
इसके बाद, भारत के प्रधान मंत्री अटल बिहारी वाजपेयी ने पहलगाम का दौरा किया और हत्याओं के लिए लश्कर-ए-तैयबा को दोषी ठहराया।",64,यात्रा
बालि यात्रा,"बालियात्रा (ओडिया: ବୋଇତ ବନ୍ଦାଣ/बोइत बन्दाण) ओडिशा में मनाया जाने वाला एक प्रमुख उत्सव है। यह उत्सव कटक नगर में महानदी के किनारे गडगडिया घाट पर मनाया जाता है। यह उत्सव उस दिन की स्मृति में मनाया जाता है जब प्राचीन काल में ओडिशा के नाविक बाली, जावा, सुमात्रा, बोर्नियो और श्री लंका आदि सुदूर प्रदेशों की यात्रा के लिए प्रस्थान करते थे। 'बालियात्रा' का शाब्दिक अर्थ है 'बालि की यात्रा'। इन यात्राओं का उद्देश्य व्यापार तथा सांस्कृतिक प्रसार होता था। जिन नावों से वे यात्रा करते थे वे आकार में विशाल होतीं थी और उन्हें 'बोइत' कहते थे।
यह यात्रा कार्तिक पूर्णिमा से शुरू होती है। बालियात्रा उत्कल के नौवाणिज्य का स्वर्णिम स्मारक है।",114,यात्रा
रोमांच यात्रा,"रोमांच यात्रा (adventure travel) या साहसिक पर्यटन एक प्रकार का पर्यटन होता है जिसमें यात्री रोमांच के लिए खोजयात्रा करता है या जोखिम अनुभव करने की चेष्टा में संकटजनक (वास्तविक या प्रतीत होने वाले) गतिविधियों में भाग लेता है। इस श्रेणी में पर्वतारोहण, कुछ प्रकार के वनभ्रमण, गहरी-अंधेरी गुफ़ाओं में प्रवेश, युद्धग्रस्त क्षेत्रों का भ्रमण, इत्यादि शामिल हैं।",58,यात्रा
भारत जोड़ो यात्रा,"भा.र.त जोड़ो यात्रा भारतीय राष्ट्रीय कांग्रेस द्वारा शुरू किया गया एक जन आंदोलन है जिसका उद्देश्य नई दिल्ली में भाजपा के नेतृत्व वाली केंद्र सरकार की कथित विभाजनकारी राजनीति के खिलाफ देश को एकजुट करना है। इसे भारतीय राष्ट्रीय कांग्रेस के पूर्व अध्यक्ष एवं सांसद राहुल गांधी और तमिल नाडु के मुख्यमंत्री मुथुवेल करुणानिधि स्टालिन द्वारा 7 सितंबर, 2022 को कन्याकुमारी में लॉन्च किया गया था। इसे मूल्य वृद्धि, बेरोजगारी, राजनीतिक केंद्रीकरण और विशेष रूप से ""भय, कट्टरता"" की राजनीति और ""नफरत"" के खिलाफ लड़ने के लिए बनाया गया था।
राहुल गांधी पार्टी कैडर और जनता को भारत के दक्षिणी सिरे पर कन्याकुमारी से जम्मू और कश्मीर के केंद्र शासित प्रदेश तक चलने के लिए प्रोत्साहित कर रहे थे, जो लगभग 136 दिनों में 4,080 किलोमीटर (2,540 मील) की यात्रा थी।",131,यात्रा
जय यात्रा (1981 फ़िल्म),जय यात्रा 1981 में बनी हिन्दी भाषा की फ़िल्म है।,10,यात्रा
नरेन्द्र मोदी द्वारा किए गए अंतरराष्ट्रीय प्रधानमन्त्रीय यात्राओं की सूची,"2014 के आम चुनाव के बाद नरेन्द्र मोदी पहली बार भारत के प्रधान मंत्री बने। इसके बाद 2019 आम चुनाव में वे पुनः चुने गए। फ़रवरी 2025 तक, उन्होंने (6 महाद्वीपों पर) 52 विदेश यात्राएँ की हैं, और 59 देशों की यात्रा की है। इसमें संयुक्त राष्ट्र महासभा, और ऐक्ट ईस्ट पॉलिसी और नेबर्हुड फ़र्स्ट पॉलिसी के तहत की गईं यात्राएँ भी हैं।
 नरेन्द्र मोदी द्वारा की गयीं अन्तर्राष्ट्रीय प्रधानमन्त्रीय यात्राओं की सूची इस प्रकार है। मोदी जी",78,यात्रा
मार्गदर्शिका,"मार्गदर्शिका (गाइडबुक) या यात्रा मार्गदर्शिका (यात्रा गाइड) एक ऐसी पुस्तक है जिसमें किसी स्थान के बारे में जानकारी दी जाती है, जो आगंतुकों या पर्यटकों के उपयोग के लिए तैयार की जाती है। इसमें आमतौर पर प्रमुख दर्शनीय स्थलों, आवास, रेस्तरां, परिवहन और गतिविधियों की जानकारी शामिल होती है। विभिन्न विवरणों के नक्शे, और ऐतिहासिक व सांस्कृतिक जानकारी भी अक्सर इसमें शामिल होते हैं। मार्गदर्शिका के विभिन्न प्रकार होते हैं, जो यात्रा के अलग-अलग पहलुओं पर केंद्रित होते हैं, जैसे कि रोमांच यात्रा, विश्राम, विभिन्न आय वर्ग के यात्रियों, यौन अभिविन्यास, या खानपान के प्रकार पर ध्यान केंद्रित करने वाले गाइड।
यात्रा मार्गदर्शिका या मार्गदर्शिका वेबसाइट के रूप में भी उपलब्ध हो सकते हैं।",114,यात्रा
तीर्थ यात्रा,तीर्थ यात्रा  मणिपुरी भाषा के विख्यात साहित्यकार ई. नीलकांत सिंह द्वारा रचित एक कविता–संग्रह है जिसके लिये उन्हें सन् 1987 में मणिपुरी भाषा के लिए साहित्य अकादमी पुरस्कार से सम्मानित किया गया।,32,यात्रा
अनन्त की यात्रा,अनन्त की यात्रा : भारतीय केरल का मध्ययुगीन गणित तथा इसका प्रभाव (A Passage to Infinity : Medieval Indian Mathematics from Kerala and Its Impac) जी जी जोजेफ (George Gheverghese Joseph) द्वारा लिखित एक पुस्तक है जिसमें केरलीय गणित सम्प्रदाय के सामाजिक एवं गणितीय उद्भव का इतिहास वर्णित है। इसमें इस सम्प्रदाय की उपलब्धियों का रेखांकित किया गया है और इसके द्वारा सृजित गणितीय ज्ञान के यूरोप जाने की सम्भावना पर तर्कपूर्ण विचार है।,74,यात्रा
पंचकोसी यात्रा,वाराणसी को प्रायः गंगा नदी के दो संगमों: एक वरुणा नदी से और दूसरा असी नदी से संगम के बीच बतायी जाती है। इन संगमों के बीच की दूरी लगभग २.५ मील है। इस दूरी की परिक्रमा (दोनों ओर की यात्रा) हिन्दुओं में पंचकोसी यात्रा कहलाती है। इसक यात्रा का समापन साक्षी विनायक मंदिर में किया जाता है।Panchkroshi Yatra,59,यात्रा
यात्रा प्रौद्योगिकी,"यात्रा तकनीक तब होती है जब हम यात्रा और यात्रा पर जाने से संबंधित चीजों में मदद के लिए कंप्यूटर और अन्य इलेक्ट्रॉनिक उपकरणों का उपयोग करते हैं। इसमें जाने से पहले अपनी यात्राओं की योजना बनाने के लिए वेबसाइटों का उपयोग करना, हमारे हवाई जहाज कहां हैं यह ट्रैक करने के लिए ऐप्स का उपयोग करना और विशेष प्रणालियों का उपयोग करना जैसी चीजें शामिल हो सकती हैं जो हमें छुट्टियों के दौरान अपने अनुभवों के बारे में अपने विचार साझा करने देती हैं।
यात्रा प्रौद्योगिकी पहले एयरलाइंस उद्योग के कंप्यूटर आरक्षण प्रणाली (CRS) से जुड़ी हुई थी, लेकिन अब इसका उपयोग अधिक व्यापक रूप से किया जाता है, जिसमें पर्यटन क्षेत्र और इसके सबसे बड़े आतिथ्य क्षेत्र भी शामिल हैं।",122,यात्रा
जीवन–यात्रा,जीवन–यात्रा  मैथिली भाषा के विख्यात साहित्यकार हरिमोहन झा द्वारा रचित एक आत्मकथा है जिसके लिये उन्हें सन् 1985 में मैथिली भाषा के लिए मरणोपरांत साहित्य अकादमी पुरस्कार से सम्मानित किया गया।,31,यात्रा
यात्रा (2002 टीवी कार्यक्रम),"यात्रा एक भारतीय धार्मिक यात्रा गाइड टेलीविजन कार्यक्रम है जो स्टार प्लस पर प्रसारित होता था। दीप्ति भटनागर द्वारा निर्मित और होस्ट किया गया और कभी-कभी नीलांजना शर्मा, कविता पौडवाल, कीर्ति गायकवाड़ केलकर और टिया बाजपेयी द्वारा, यह कार्यक्रम भारतीय मंदिरों के आसपास एक आध्यात्मिक यात्रा पर केंद्रित है। श्रृंखला का प्रीमियर 7 जुलाई 2002 को हुआ और रविवार सुबह प्रसारित हुआ। हिंदी भाषा और लगभग सभी भारतीय भाषाओं में यात्रा शब्द का अर्थ ""यात्रा"" होता है, आमतौर पर ""आध्यात्मिक स्थानों की यात्रा"" होता है।",85,यात्रा
स्वस्थ भारत यात्रा,"स्वस्थ भारत यात्रा भारत छोड़ो आंदोलन के ७५ वर्ष पूरे होने के अवसर पर गांधी स्मृति एवं दर्शन समिति के मार्गदर्शन में आरम्भ की गई २० हजार किलोमीटर की जनसंदेशात्कम यात्रा है। स्वस्थ भारत न्यास के चेयरमैन आशतोष कुमार सिंह के नेत्रित्व में 'स्वस्थ बालिका - स्वस्थ समाज' का सन्देश लेकर निकली इस यात्रा का आरम्भ नई दिल्ली से मुख्तार अब्बास नकवी द्वारा हरी झंडी दिखा कर किया गया। इस यात्रा को गांधी स्मृति एंव दर्शन समिति, संवाद मीडिया, राजकमल प्रकाशन, नेस्टिवा अस्पताल, मेडिकेयर अस्पताल, स्पंदन, जलधारा, हेल्प एंड होप सहित अन्य कई गैरसरकारी संस्थाओं का समर्थन प्राप्त है।
यह यात्रा अब तक १६ हजार किलोमीटर की दुरी तय करते हुए २६ राज्यों से होकर गुज़री है तथा ५० हजार गाँवों को छुआ है। इस दौरान स्कूलों तथा महाविद्यालयों की एक लाख से अधिक बालिकाओं से सीधा संवाद स्थापित किया है।",141,यात्रा
हिन्दू तीर्थ,धर्म और अध्यात्म में तीर्थयात्रा  एक बहुत लम्बी यात्रा या नैतिकता की खोज होती है। कभी-कभी यह किसी पवित्र क्षेत्र या तीर्थ की यात्रा होती है। हर प्रमुख धर्म के अनुयायी तीर्थ यात्राओं में भाग लेते हैं। ऐसी यात्रा करने वाले को  तीर्थयात्री  कहते हैं।,45,यात्रा
भारतीय रेलवे खानपान एवं पर्यटन निगम,"भारतीय रेलवे आपके खान - पान के साथ - साथ पर्यटन निगम भारतीय रेल का उपविभाग है, जो रेलवे की खान-पान व्यवस्था, पर्यटन और ऑनलाइन टिकट सम्बन्धी गतिविधियों का कार्यभार सम्भालता है।",32,यात्रा
खगोलयात्री,"खगोल यात्री या अंतरिक्ष यात्री या खगोल बाज़ ऐसे व्यक्ति को कहते हैं जो पृथ्वी के वायुमंडल से ऊपर जाकर अंतरिक्ष में प्रवेश करे। वर्तमान काल में यह अधिकतर विश्व की कुछ सरकारों द्वारा चलाए जा रहे अंतरिक्ष शोध कार्यक्रमों के अंतर्गत अंतरिक्ष-यानों में सवार यात्रियों को कहा जाता है, हालाँकि हाल में कुछ निजी कम्पनियाँ भी अंतरिक्ष-यान में पर्यटकों को वायुमंडल से ऊपर ले जाने वाले यानों के विकास में जुटी हुई हैं।",74,यात्रा
कैपिटल एक्सप्रेस (भारत),"13247/48 कामाख्या - राजेंद्र नगर कैपिटल एक्सप्रेस और 13245/46 न्यू जलपाईगुड़ी - राजेंद्र नगर कैपिटल एक्सप्रेस भारतीय रेल द्वारा संचालित एक एक्स्प्रेस ट्रेन है। पूर्वमध्य रेलवे ज़ोन द्वारा संचालित यह ट्रेनें भारत में कामाख्या जंक्शन, न्यू जलपाईगुड़ी और राजेंद्र नगर टर्मिनल के बीच चलती हैं। वर्तमान में यह 13247/48 और 13245/46 ट्रेन संख्याओं के साथ क्रमशः चार दिन और तीन दिन एक सप्ताह में संचालित की जा रही है।",69,यात्रा
दक्खन की रानी,"दक्खन की रानी (अंग्रेज़ी: Deccan Queen (डॅकन क्वीन) मराठी: [दख्खनची राणी] Error: {{Lang}}: text has italic markup (help)), मुम्बई और पुणे के बीच चलने वाली एक प्रमुख सवारी गाड़ी है। इस रेलगाड़ी को पूना (पुणे), जिसे 'डेक्कन क्वीन' या 'दक्खन की रानी' कहकर पुकारा जाता है के नाम पर नामित किया गया था। स्थानीय लोग आज भी इसे प्यार से 'दक्खन की रानी' या स्थानीय भाषा मराठी में 'दक्खन ची राणी' ही कहते हैं। यह रेलगाड़ी कई लोगों के लिए इन दो शहरों के बीच प्रतिदिन प्रवास करने का एक प्रमुख साधन है।",93,यात्रा
लखनऊ मेल,लखनऊ मेल एक सुपरफ़ास्ट मेल रेलगाड़ी है जो लखनऊ से नई दिल्ली के बीच चलती है। यह अप व डाउन दो नंबरों से चलती है:,25,यात्रा
तत्काल योजना,"तत्काल योजना , भारतीय रेल की यात्रा टिकट जारी करने की एक योजना है जिससे वे लोग लाभान्वित होते हैं जिनकी यात्रा की योजना बहुत पहले से न बनी हो,  अर्थात अन्तिम समय में बनी हो। इसके तहत आईआरसीटीसी पोर्टल पर तत्काल योजना के माध्यम से सभी मेल / एक्सप्रेस ट्रैन में यात्रा टिकट बुक कर सकते है । तत्काल सुविधा के अन्तर्गत प्रारम्भिक स्टेशन से ट्रेन के प्रस्थान की तिथि से एक दिन पहले से, वातानुकूलित कोच के आरक्षण के लिए पूर्वाह्न 10:00 बजे से बुकिंग शुरू होती है और सामान्य कोच के लिs Mohit Bharti  
ए पूर्वाह्न 11:00 बजे से बुकिंग शुरू होती है । तत्काल टिकट खिड़की से या आनलाइन लिए जा सकते हैं।",117,यात्रा
भारत जोड़ो न्याय यात्रा,"भारत जोड़ो न्याय यात्रा, भारतीय राष्ट्रीय कांग्रेस नेता राहुल गांधी के नेतृत्व में एक वर्तमान आंदोलन है। यह मार्च 14 जनवरी, 2024 को मणिपुर के थोउबल से शुरू हुआ और यह भारत के पूर्व-पश्चिम विस्तार को कवर करते हुए 20 मार्च, 2024 को मुंबई में समाप्त होगा। इस अभियान का उद्देश्य देश भर में पार्टी के चुनावी आधार से जुड़ना है और इसे आगामी राष्ट्रीय चुनावों के लिए एक रणनीतिक कदम माना जाता है। यह राजनीतिक यात्रा भारत जोड़ो यात्रा की अगली कड़ी है। हालाँकि, पिछले मार्च के विपरीत, यह मार्च पूरी तरह से पैदल नहीं होगा, और इसे हाइब्रिड मोड में किया जाएगा। यात्रा के लंबे हिस्से के लिए पार्टी बसों का उपयोग करेगी। यह बदलाव आम चुनाव के कारण लगाई गई समय की कमी और पार्टी के बुजुर्ग नेताओं की स्वास्थ्य संबंधी चिंताओं के कारण है।",138,यात्रा
