title,content,word_count,topic
औद्योगिक डिज़ाइन,"ओद्योगिक डिज़ाइन (industrial design) डिज़ाइन की एक शाखा है जिसमें बड़े पैमाने पर वृहद उत्पादन (mass production) की ओद्योगिक प्रक्रिया द्वारा किसी उत्पादन को निर्मित करने के लिये उसकी रूप-रेखा बनाई जाती है। यह केवल एक बार बनाई जाने वाली किसी चीज़ से बहुत भिन्न है क्योंकि इसमें कभी-कभी लाखों की संख्या में वही वस्तु निर्मित करना और फिर उसे ग्राहकों को बेच पाना ध्येय होता है इसलिये उसमें सामग्री की खपत, उसका निर्माण करने का ख़र्च, उसमें ग्राहकों को आकर्षित कर पाने की सम्भावना, इत्यादि बहुत महत्वपूर्ण पहलू होते हैं।",91,औद्योगिक
पर्यावरणीय डिज़ाइन,"पर्यावरणीय डिज़ाइन (Environmental design) किसी वस्तु, इमारत का निर्माण करने से पूर्व या किसी योजना को चलाने से पूर्व आसपास के पर्यावरण को परख कर, उसके तथ्यों को डिज़ाइन में सम्मिलित करने की प्रक्रिया को कहते हैं। इसमें ध्येय होता है कि पर्यावरण को हानि न पहुँचे और निर्मित चीज़ अपने पर्यावरण में अप्राकृतिक न लगे।",56,औद्योगिक
ग्राफ़िक डिज़ाइन,"ग्राफिक डिजाइन एक पेशा, शैक्षणिक अनुशासन और अनुप्रयुक्त कला है। इसकी गतिविधि में विशिष्ट उद्देश्यों के साथ सामाजिक समूहों को विशिष्ट संदेश प्रेषित करने के उद्देश्य से दृश्य संचार प्रस्तुत करना शामिल है। यह डिज़ाइन और ललित कला के अंतर्गत आती है। इसके अभ्यास में मैन्युअल या डिजिटल उपकरणों का उपयोग करके रचनात्मकता, नवाचार और पार्श्व सोच शामिल है जहां दृश्यात्मक संचार के लिए पाठ और ग्राफिक्स का उपयोग करना सामान्य है।
ग्राफिक डिजाइन में दृश्य संचार प्रणाली पर केन्द्रित ज्ञान के विभिन्न क्षेत्र होते हैं। उदाहरण के लिए इसे विज्ञापन रणनीतियों में लागू किया जा सकता है तथा इसे विमान जगत या अंतरिक्ष अन्वेषण में भी लागू किया जा सकता है।",112,औद्योगिक
उद्योग,"किसी विशेष क्षेत्र में भारी मात्रा में सामान का निर्माण/उत्पादन या वृहद रूप से सेवा प्रदान करने के मानवीय कर्म को उद्योग (industry) कहते हैं। उद्योगों के कारण गुणवत्ता वाले उत्पाद सस्ते दामों पर प्राप्त होते हैं जिससे लोगों का रहन-सहन के स्तर में सुधार होता है और जीवन सुविधाजनक होता चला जाता है।
औद्योगिक क्रांति के परिणामस्वरूप यूरोप एवं उत्तरी अमेरिका में नये-नये उद्योग-धन्धे आरम्भ हुए। इसके बाद आधुनिक औद्योगीकरण ने पैर पसारना आरंभ किया। इस काल में नयी-नयी तकनीकें एवं ऊर्जा के नये साधनों के आगमन ने उद्योगों को जबर्दस्त बढावा दिया। 
उद्योगों के दो मुख्य पक्ष हैं:
१) भारी मात्रा में उत्पादन (मॉस प्रोडक्सन) 
उद्योगों में मानक डिजाइन के उत्पाद भारी मात्रा में उत्पन्न किये जाते हैं। इसके लिये स्वतः-चालित मशीनें एवं असेम्बली-लाइन आदि का प्रयोग किया जाता है।
२) कार्य का विभाजन (डिविजन ऑफ् लेबर) 
उद्योगों में डिजाइन, उत्पादन, मार्कटिंग, प्रबन्धन आदि कार्य अलग-अलग लोगों या समूहों द्वारा किये जाते हैं जबकि परम्परागत कारीगर द्वारा निर्माण में एक ही व्यक्ति सब कुछ करता था/है। इतना ही नहीं, एक ही काम (जैसे उत्पादन) को छोटे-छोटे अनेक कार्यों में बांट दिया जाता है।",185,औद्योगिक
राष्ट्रीय डिजाइन संस्थान,"राष्ट्रीय डिजाइन संस्थान (एनआईडी) की स्थापना १९६१ में वाणिज्य एवं उद्योग मंत्रालय के तहत एक स्वायत्रशासी संस्थान के रूप में की गई जो डिजाइन शिक्षा, व्यावहारिक शोध, प्रशिक्षण, डिजाइन परामर्शी सेवाएं और बाहय कार्यक्रमों के क्षेत्र में बहुविषयक अग्रणी संस्थान के रूप में अंर्तराष्ट्रीय स्तर पर पहचान प्राप्त की है। एनआईडी १२वीं स्तर के विद्यार्थियों के लिए चार वर्षीय डिजाइन में स्नातक डिप्लोमा कार्यक्रम (जीडीपीडी) तथा उन्नत कला/आर्किटेक्चर/प्रौद्योगिकी/इंजीनियरिंग इत्यादि में स्नातकों के लिए दो ढाई-वर्षीय डिजाइन में परा स्नातक कार्यक्रम (पीजीडीपीडी) अपने तीन कैंपसों (अहमदाबाद/गांधीनगर/बैंगलुरू) में कुल १६ डिजाइन डोमेनों में विशिष्टता के साथ चलाता है। एनआईडी का डिजाइन परामर्श सेवाएं तथा बाह्य कार्यक्रम छात्रों को उनके अध्ययन के दौरान डिजाइनों के अभ्यास के अवसर को प्रदान करता है। एनआईडी उद्योग के विभिन्न क्षेत्रों में कार्य कर रहे लोगों के लिए डिजाइन तथा डिजाइन प्रबंधन कार्यक्रम में अल्प समय में टेलरमेड अनाज्ञयता कार्यक्रम भी प्रदान करता है।",147,औद्योगिक
द इण्डिया रिपोर्ट,"भारत रिपोर्ट 1958 में चार्ल्स एम्स और रे एम्स द्वारा तैयार की गई थी।
भारत सरकार ने डिजाइन में प्रशिक्षण के कार्य पर संस्तुति मांगी थीं जो लघु उद्योगों के लिए एक सहायता के रूप में काम करेगा । चार्ल्स एम्स, अमेरिकी औद्योगिक डिजाइनर और उनकी पत्नी और सहयोगी रे एम्स, ने फोर्ड फाउंडेशन के प्रायोजन के साथ, डिजाइन की समस्याओं का पता लगाने और एक प्रशिक्षण कार्यक्रम की स्थापना करने के लिए सरकार के निमंत्रण पर तीन महीने के लिए भारत का दौरा किया। एम्स ने पूरे भारत का दौरा किया, डिजाइन, हस्तशिल्प और जेनेरल मनिफेक्चर के कई केंद्रों का सावधानीपूर्वक अध्ययन किया। उन्होंने कई व्यक्तियों के साथ, आधिकारिक और अ-आधिकारिक, छोटे और बड़े उद्योग के क्षेत्र में, डिजाइन और वास्तुकला में, और शिक्षा के विषयो पर बात की। उनके अध्ययन और चर्चाओं के परिणामस्वरूप रिपोर्ट सामने आई।
रिपोर्ट के बाद, सरकार ने 1961 में औद्योगिक डिजाइन और विज़ुअल कम्युनिकेशन में अनुसंधान, सेवा और प्रशिक्षण के लिए एक स्वशासी राष्ट्रीय संस्थान के रूप में राष्ट्रीय डिजाइन संस्थान की स्थापना की गयी।",172,औद्योगिक
उच्च प्रौद्योगिकी,"वह प्रौद्योगिकी जो उपलब्ध प्रौद्योगिकियों में से सबसे उन्नत होती है उसे उच्च प्रौद्योगिकी (High technology या high tech या frontier technology) खते हैं। इसका विलोम 'निम्न प्रौद्योगिकी' (low technology) है। सरल और प्रायः पारम्परिक प्रौद्योगिकी को निम्न प्रौद्योगिकी कहा जाता है। उदाहरण के लिए, स्लाइड रूल एक निम्न प्रौद्योगिकी वाली युक्ति है।",53,औद्योगिक
परिकल्पित विलोपन,"अर्थशास्त्र तथा औद्योगिक डिजाइन के सन्दर्भ में, परिकल्पित विलोपन या योजनाबद्ध अप्रचालन (planned obsolescence या built-in obsolescence या premature obsolescence) से आशय योजना या डिजाइन की उस नीति से है जो उस उत्पाद के उपयोगी जीवनकाल को कृत्रिम रूप से सीमित कर देती है। अर्थात एक पूर्वनिर्धारित समय के बाद उत्पाद अनुपयोगी हो जाता है, यदि वह परिकल्पित विलोपन के सिद्धान्त का पालन करते हुए डिजाइन किया गया है। इस तरह की नीति उस उत्पाद के दीर्घकालिक विक्री की मात्रा को बढ़ाने के उद्देश्य से अपनायी जाती है। दूसरे शब्दों में परिकल्पित विलोपन की नीति में जानबूझकर उत्पादों का जीवनकाल कम रखा/किया जाता है ताकि उपभोक्ता नए सामान खरीदने को विवश हों।",112,औद्योगिक
अभियान्त्रिकी,"अभियान्त्रिकी वह विज्ञान तथा व्यवसाय है जो मानव की विविध जरूरतों की पूर्ति करने में आने वाली समस्याओं का व्यावहारिक समाधान प्रस्तुत करता है। इसके लिए वह गणितीय, भौतिक और प्राकृतिक विज्ञानों के ज्ञानराशि का उपयोग करती है। 
अभियान्त्रिकी भौतिक वस्तुओं और सेवाओं का उत्पादन करती है; औद्योगिक प्रक्रमों का विकास एवं नियंत्रण करती है। इसके लिए वह तकनीकी मानकों का प्रयोग करते हुए विधियाँ, डिज़ाइन और विनिर्देश प्रदान करती है।",71,औद्योगिक
स्वरचक्र,"स्वरचक्र भारतीय लिपियों में एंड्रॉइड पर लिखने में सहायक एक निःशुल्क अनुप्रयोग (अप्लिकेशन) है। यह भारतीय प्रौद्योगिकी संस्थान मुम्बई के औद्योगिक डिजाइन केन्द्र के IDID समूह द्वारा विकसित किया गया है। यह इंस्क्रिप्ट से बेहतर सिद्ध हो रहा है। सम्प्रति यह ११ भारतीय भाषाओं (हिन्दी, मराठी, गुजराती, तेलुगु, मलयालम, कन्नड, ओडिया, पंजाबी, बंगाली,कोंकणी,तमिळ) के लिये एंड्रॉयड फोनों के लिये उपलब्ध है।",61,औद्योगिक
