title,content,word_count,topic
गणित,"गणित ऐसी विद्याओं का समूह है जो संख्याओं, मात्राओं, परिमाणों, रूपों और उनके आपसी रिश्तों, गुण, स्वभाव इत्यादि का अध्ययन करती हैं। गणित एक अमूर्त या निराकार (abstract) और निगमनात्मक प्रणाली है। गणित की कई शाखाएँ हैं : अंकगणित, रेखागणित, त्रिकोणमिति, सांख्यिकी, बीजगणित, कलन, इत्यादि। गणित में अभ्यस्त व्यक्ति या खोज करने वाले वैज्ञानिक को गणितज्ञ कहते हैं।
बीसवीं शताब्दी के प्रख्यात ब्रिटिश गणितज्ञ और दार्शनिक बर्टेंड रसेल के अनुसार ‘‘गणित को एक ऐसे विषय के रूप में परिभाषित किया जा सकता है जिसमें हम जानते ही नहीं कि हम क्या कह रहे हैं, न ही हमें यह पता होता है कि जो हम कह रहे हैं वह सत्य भी है या नहीं।’’ 
गणित कुछ अमूर्त धारणाओं एवं नियमों का संकलन मात्र ही नहीं है, बल्कि दैनंदिन जीवन का मूलाधार है।",131,गणित
वैदिक गणित (पुस्तक),"वैदिक गणित, जगद्गुरू स्वामी भारती कृष्ण तीर्थ द्वारा सन १९६५ में विरचित एक पुस्तक है जिसमें अंकगणितीय गणना की वैकल्पिक एवं संक्षिप्त विधियाँ दी गयीं हैं।  इसमें १६ मूल सूत्र ,तथा 13 उपसूत्र दिये गये हैं। वैदिक गणित गणना की ऐसी पद्धति है, जिससे जटिल अंकगणितीय गणनाएं अत्यंत ही सरल, सहज व त्वरित संभव हैं। 
स्वामीजी ने इसका प्रणयन बीसवीं सदी  के आरम्भिक दिनों में किया। स्वामीजी के कथन के अनुसार वे सूत्र, जिन पर ‘वैदिक गणित’ नामक उनकी कृति आधारित है, अथर्ववेद के परिशिष्ट में आते हैं। परन्तु विद्वानों का कथन है कि ये सूत्र अभी तक के ज्ञात अथर्ववेद के किसी परिशिष्ट में नहीं मिलते। हो सकता है कि स्वामीजी ने ये सूत्र जिस परिशिष्ट में देखे हों वह दुर्लभ हो तथा केवल स्वामीजी के ही  संंज्ञान में हो। वस्तुतः आज की स्थिति में स्वामीजी की ‘वैदिक गणित’ नामक कृति स्वयं में एक नवीन वैदिक परिशिष्ट बन गई है।",151,गणित
भारतीय गणित,"भारतीय गणित गणितीय इतिहास में एक प्रतिष्ठित स्थान रखता है, इसकी विशेषता इसके गहन योगदान और उल्लेखनीय प्रगति है जिसने इस क्षेत्र पर एक अमिट छाप छोड़ी है।  प्राचीन काल से ही, भारतीय गणित अद्वितीय प्रतिभा के साथ विकसित हुआ, जिसने अभूतपूर्व खोजों और नवीन तकनीकों का मार्ग प्रशस्त किया जो दुनिया भर के गणितज्ञों को प्रेरित और प्रभावित करते रहे।  भारतीय गणितीय विरासत की समृद्ध प्रतिभा, रचनात्मकता और समय और स्थान से परे संख्यात्मक अवधारणाओं की गहरी समझ से बुनी गई है। गणितीय गवेषणा का महत्वपूर्ण भाग भारतीय उपमहाद्वीप में उत्पन्न हुआ है। संख्या, शून्य, स्थानीय मान, अंकगणित, ज्यामिति, बीजगणित, कैलकुलस आदि का प्रारम्भिक कार्य भारत में सम्पन्न हुआ। गणित-विज्ञान न केवल औद्योगिक क्रांति का बल्कि परवर्ती काल में हुई वैज्ञानिक उन्नति का भी केंद्र बिन्दु रहा है। बिना गणित के विज्ञान की कोई भी शाखा पूर्ण नहीं हो सकती। भारत ने औद्योगिक क्रांति के लिए न केवल आर्थिक पूँजी प्रदान की वरन् विज्ञान की नींव के जीवन्त तत्व भी प्रदान किये जिसके बिना मानवता विज्ञान और उच्च तकनीकी के इस आधुनिक दौर में प्रवेश नहीं कर पाती। विदेशी विद्वानों ने भी गणित के क्षेत्र में भारत के योगदान की मुक्तकण्ठ से सराहना की है।",196,गणित
विविक्त गणित,"विविक्त गणित (Discrete mathematics) गणित की वह शाखा है जो ऐसी गणितीय संरचनाओं का अध्ययन करती है जो मूलतः विविक्त (discrete) होती हैं, न कि सतत (continuous)। विविक्त गणित में पूर्णांकों, ग्राफों, तथा तार्किक कथनों का अध्ययन किया जाता है जिनका परिवर्तन असतत होता है न कि वास्तविक संख्याओं की भांति सतत। विविक्त गणित में प्रयुक्त संरचनाएँ सतत नहीं होतीं बल्कि परस्पर विलग (separated) मान ही धारण करतीं हैं। इस कारण विविक्त गणित में कैलकुलस तथा विश्लेषण आदि विषय नहीं आते और वे 'सतत गणित' के विषय हैं।",88,गणित
गणित का प्रश्न,गणित का प्रश्न नरेन्द्र कोहली द्वारा रचित बाल साहित्य की पुस्तक है।,12,गणित
गणतंत्र का गणित,गणतंत्र का गणित नरेन्द्र कोहली द्वारा रचित व्यंग्य संग्रह है।,10,गणित
शुद्ध गणित,"मोटे तौर पर, जो गणित अनुप्रयोग की चिन्ता किये बिना विकसित किया गया हो उसे शुद्ध गणित (pure mathematics) कहते हैं। विश्लेषणात्मक जटिलता (गहराई) और अमूर्तीकरण (abstraction) की सुन्दरता इसकी प्रमुख विशेषता है। अट्ठारहवीं शती से इस क्षेत्र में काफी काम हुए हैं।",43,गणित
रामानुजन प्रगत गणित अध्ययन संस्थान,"साँचा:Infobox research institute
रामानुजन प्रगत गणित अध्ययन संस्थान (Ramanujan Institute for Advanced Study in Mathematics (RIASM)) वस्तुतः मद्रास विश्वविद्यालय का गणित का विभाग है। इसका यह नाम सन १९६७ में स्वीकार किया गया था।",34,गणित
श्रेणी (गणित),"गणित में किसी अनुक्रम के जोड़ को सीरीज कहा जाता है। उदाहरण के लिए,

  
    
      
        
          ∑
          
            n
            =
            0
          
          
            k
          
        
        (
        a
        n
        +
        b
        )
      
    
    {\displaystyle \sum _{n=0}^{k}(an+b)}
  

कोई श्रेणी सीमित (लिमिटेड) हो सकती है या अनन्त (इनफाइनाइट)।",38,गणित
गणित का दर्शन,"गणित का दर्शन (philosophy of mathematics), दर्शनशास्त्र की एक शाखा है जो गणित के मान्यताओं (assumptions), आधारओं (foundations), एवं परिणामों (implications) का अध्ययन करता है। गणित के दर्शन का उद्देश्य गणित की विधियों एवं गणित की प्रकृति को समझना,  तथा लोगों के जीवन में गणित का क्या स्थान है, इसका पता लगाना है। गणित की तार्किक एवं संरचनात्मक प्रकृति इस अध्ययन को अन्य दर्शनों की तुलना में अधिक विस्तृत एवं अनन्य बना देती है।",74,गणित
